"Status","Year","Age","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Crown Prosecution Service","Attorney General's Departments","South East (England)","230","210","48080","54100"
"In post","2023","50-59","Crown Prosecution Service","Attorney General's Departments","South West (England)","120","110","47340","51870"
"In post","2023","50-59","Crown Prosecution Service","Attorney General's Departments","Wales","155","150","44080","49050"
"In post","2023","50-59","Crown Prosecution Service","Attorney General's Departments","West Midlands (England)","205","195","45170","49050"
"In post","2023","50-59","Crown Prosecution Service","Attorney General's Departments","Yorkshire and The Humber","285","265","43650","39710"
"In post","2023","50-59","Defence Electronics and Components Agency","Ministry of Defence","Wales","165","160","33450","31410"
"In post","2023","50-59","Defence Electronics and Components Agency","Ministry of Defence","West Midlands (England)","25","25","29570","27130"
"In post","2023","50-59","Defence Equipment and Support","Ministry of Defence","East Midlands (England)","90","85","39900","39010"
"In post","2023","50-59","Defence Equipment and Support","Ministry of Defence","East of England","85","85","37890","34330"
"In post","2023","50-59","Defence Equipment and Support","Ministry of Defence","London","65","60","31530","29250"
"In post","2023","50-59","Defence Equipment and Support","Ministry of Defence","North West (England)","60","60","34120","28100"
"In post","2023","50-59","Defence Equipment and Support","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Ministry of Defence","Overseas","10","10","60740","58890"
"In post","2023","50-59","Defence Equipment and Support","Ministry of Defence","Scotland","205","200","33590","31920"
"In post","2023","50-59","Defence Equipment and Support","Ministry of Defence","South East (England)","155","150","34370","33000"
"In post","2023","50-59","Defence Equipment and Support","Ministry of Defence","South West (England)","2185","2125","46540","43360"
"In post","2023","50-59","Defence Equipment and Support","Ministry of Defence","Wales","5","5","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Ministry of Defence","West Midlands (England)","80","80","29740","28070"
"In post","2023","50-59","Defence Equipment and Support","Ministry of Defence","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","Ministry of Defence","South East (England)","355","340","50050","49260"
"In post","2023","50-59","Defence Science and Technology Laboratory","Ministry of Defence","South West (England)","735","715","48140","49260"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","690","675","55080","55350"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North East (England)","20","20","45670","41710"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North West (England)","50","50","54840","50680"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Scotland","45","45","52740","50990"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South West (England)","5","5","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","25","25","44840","42510"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands (England)","70","70","51520","50680"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","London","130","125","53610","53130"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","North East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Department for Education","East Midlands (England)","80","75","48390","51360"
"In post","2023","50-59","Department for Education (excl. agencies)","Department for Education","East of England","15","15","56030","62540"
"In post","2023","50-59","Department for Education (excl. agencies)","Department for Education","London","395","380","53280","55020"
"In post","2023","50-59","Department for Education (excl. agencies)","Department for Education","North East (England)","245","235","41160","37590"
"In post","2023","50-59","Department for Education (excl. agencies)","Department for Education","North West (England)","200","200","47870","51360"
"In post","2023","50-59","Department for Education (excl. agencies)","Department for Education","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Department for Education","South East (England)","25","25","62120","65350"
"In post","2023","50-59","Department for Education (excl. agencies)","Department for Education","South West (England)","50","50","52620","51360"
"In post","2023","50-59","Department for Education (excl. agencies)","Department for Education","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Department for Education","West Midlands (England)","185","180","46210","46500"
"In post","2023","50-59","Department for Education (excl. agencies)","Department for Education","Yorkshire and The Humber","335","320","44950","38690"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Midlands (England)","35","35","42800","37500"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East of England","70","70","39560","37300"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","440","430","48780","43750"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North East (England)","80","80","43310","37820"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North West (England)","140","140","43880","39930"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Scotland","5","5","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South East (England)","120","120","46780","46700"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West (England)","220","210","45040","40960"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Wales","15","15","46400","49400"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Midlands (England)","90","90","45580","45200"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","175","170","43710","39260"
"In post","2023","50-59","Department for International Trade","Department for International Trade","East Midlands (England)","15","15","49710","46430"
"In post","2023","50-59","Department for International Trade","Department for International Trade","East of England","15","15","45470","45190"
"In post","2023","50-59","Department for International Trade","Department for International Trade","London","380","375","52700","55370"
"In post","2023","50-59","Department for International Trade","Department for International Trade","North East (England)","30","25","43730","39900"
"In post","2023","50-59","Department for International Trade","Department for International Trade","North West (England)","25","25","48910","44410"
"In post","2023","50-59","Department for International Trade","Department for International Trade","Overseas","25","25","64630","62230"
"In post","2023","50-59","Department for International Trade","Department for International Trade","Scotland","20","20","50450","52000"
"In post","2023","50-59","Department for International Trade","Department for International Trade","South East (England)","10","10","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Department for International Trade","South West (England)","20","20","41830","42480"
"In post","2023","50-59","Department for International Trade","Department for International Trade","Wales","10","10","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Department for International Trade","West Midlands (England)","25","25","44660","38900"
"In post","2023","50-59","Department for International Trade","Department for International Trade","Yorkshire and The Humber","15","15","44590","43850"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","East Midlands (England)","10","10","44620","46900"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","East of England","35","35","45860","37540"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","315","310","53000","54630"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","North East (England)","25","25","46010","49700"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","North West (England)","40","40","44910","46040"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","South East (England)","10","10","[c]","[c]"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","South West (England)","30","30","45890","44100"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","West Midlands (England)","60","55","43670","41310"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","20","20","45630","41740"
"In post","2023","50-59","Department for Transport (excl. agencies)","Department for Transport","East Midlands (England)","15","15","65780","81420"
"In post","2023","50-59","Department for Transport (excl. agencies)","Department for Transport","London","550","535","55160","55190"
"In post","2023","50-59","Department for Transport (excl. agencies)","Department for Transport","North East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Department for Transport (excl. agencies)","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport (excl. agencies)","Department for Transport","South East (England)","90","85","54130","40850"
"In post","2023","50-59","Department for Transport (excl. agencies)","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Transport (excl. agencies)","Department for Transport","Wales","10","10","56620","50840"
"In post","2023","50-59","Department for Transport (excl. agencies)","Department for Transport","West Midlands (England)","20","20","49090","41490"
"In post","2023","50-59","Department for Transport (excl. agencies)","Department for Transport","Yorkshire and The Humber","20","20","55080","51340"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Midlands (England)","1560","1395","27340","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East of England","1560","1415","29830","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","2955","2770","35980","32520"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North East (England)","3020","2710","30160","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North West (England)","6240","5670","29730","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Scotland","2860","2585","26980","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South East (England)","2065","1885","29250","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South West (England)","1845","1640","27770","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","110","105","35550","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Wales","1710","1565","27800","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands (England)","2465","2190","27520","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Yorkshire and The Humber","3150","2855","32390","28120"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","East Midlands (England)","10","10","60540","51720"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","East of England","15","15","62220","53640"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","385","375","56930","54690"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North West (England)","35","30","49750","50830"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","South East (England)","15","10","55940","55350"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","South West (England)","30","25","57380","52500"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","West Midlands (England)","20","20","57460","51970"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Yorkshire and The Humber","195","185","49970","50830"
"In post","2023","50-59","Disclosure Scotland","Scottish Government","Scotland","60","55","34550","27740"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Department for Transport","Scotland","5","5","[c]","[c]"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Department for Transport","South East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Department for Transport","Wales","1395","1260","29100","22500"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Department for Transport","West Midlands (England)","20","20","23370","22500"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Department for Transport","East Midlands (England)","195","190","33350","29940"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Department for Transport","East of England","150","150","30070","27490"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Department for Transport","London","150","145","32940","31450"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Department for Transport","North East (England)","110","105","28970","27450"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Department for Transport","North West (England)","195","190","29470","27450"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Department for Transport","Scotland","130","120","30170","27450"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Department for Transport","South East (England)","185","180","30270","27490"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Department for Transport","South West (England)","180","175","33460","27810"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Department for Transport","Wales","160","155","31190","27450"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Department for Transport","West Midlands (England)","155","155","29810","27490"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Department for Transport","Yorkshire and The Humber","160","155","28790","27450"
"In post","2023","50-59","Education Scotland","Scottish Government","Scotland","135","130","66240","70920"
"In post","2023","50-59","Education and Skills Funding Agency","Department for Education","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","Department for Education","London","25","25","50450","44960"
"In post","2023","50-59","Education and Skills Funding Agency","Department for Education","North East (England)","50","45","41040","38070"
"In post","2023","50-59","Education and Skills Funding Agency","Department for Education","North West (England)","20","20","45630","44030"
"In post","2023","50-59","Education and Skills Funding Agency","Department for Education","South West (England)","10","10","45940","41100"
"In post","2023","50-59","Education and Skills Funding Agency","Department for Education","West Midlands (England)","45","45","45780","44650"
"In post","2023","50-59","Education and Skills Funding Agency","Department for Education","Yorkshire and The Humber","40","40","43960","38210"
"In post","2023","50-59","Estyn","Estyn","Wales","50","50","71840","78500"
"In post","2023","50-59","FCDO Services","Foreign, Commonwealth and Development Office","London","60","60","47630","42730"
"In post","2023","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","40","40","44280","44200"
"In post","2023","50-59","FCDO Services","Foreign, Commonwealth and Development Office","South East (England)","220","215","47460","44390"
"In post","2023","50-59","Food Standards Agency","Food Standards Agency","East Midlands (England)","40","40","36500","31500"
"In post","2023","50-59","Food Standards Agency","Food Standards Agency","East of England","55","55","35850","31730"
"In post","2023","50-59","Food Standards Agency","Food Standards Agency","London","50","50","47110","41780"
"In post","2023","50-59","Food Standards Agency","Food Standards Agency","North East (England)","15","15","33790","31260"
"In post","2023","50-59","Food Standards Agency","Food Standards Agency","North West (England)","35","35","33130","28090"
"In post","2023","50-59","Food Standards Agency","Food Standards Agency","Northern Ireland","15","10","43740","40090"
"In post","2023","50-59","Food Standards Agency","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Food Standards Agency","South East (England)","40","40","43800","41220"
"In post","2023","50-59","Food Standards Agency","Food Standards Agency","South West (England)","45","40","36110","28090"
"In post","2023","50-59","Food Standards Agency","Food Standards Agency","Wales","40","40","39200","32330"
"In post","2023","50-59","Food Standards Agency","Food Standards Agency","West Midlands (England)","45","45","34760","31260"
"In post","2023","50-59","Food Standards Agency","Food Standards Agency","Yorkshire and The Humber","90","85","39640","33430"
"In post","2023","50-59","Food Standards Scotland","Scottish Government","Scotland","75","70","43740","34730"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","940","920","57170","58940"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","485","485","59700","58510"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Scotland","205","195","46080","44190"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","South East (England)","75","75","37910","30440"
"In post","2023","50-59","Forestry and Land Scotland","Scottish Government","Scotland","300","295","36430","33260"
"In post","2023","50-59","Government Actuary's Department","Chancellor's other departments","London","20","20","88440","84350"
"In post","2023","50-59","Government Actuary's Department","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Commercial Organisation","Cabinet Office","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","50-59","Government Commercial Organisation","Cabinet Office","East of England","15","15","79030","72290"
"In post","2023","50-59","Government Commercial Organisation","Cabinet Office","London","215","215","84880","69870"
"In post","2023","50-59","Government Commercial Organisation","Cabinet Office","North East (England)","15","15","69630","69890"
"In post","2023","50-59","Government Commercial Organisation","Cabinet Office","North West (England)","75","70","67540","66270"
"In post","2023","50-59","Government Commercial Organisation","Cabinet Office","Scotland","20","20","71310","67960"
"In post","2023","50-59","Government Commercial Organisation","Cabinet Office","South East (England)","30","30","72910","69950"
"In post","2023","50-59","Government Commercial Organisation","Cabinet Office","South West (England)","40","40","87200","75830"
"In post","2023","50-59","Government Commercial Organisation","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Commercial Organisation","Cabinet Office","West Midlands (England)","30","30","90550","75430"
"In post","2023","50-59","Government Commercial Organisation","Cabinet Office","Yorkshire and The Humber","45","45","73820","66270"
"In post","2023","50-59","Government Internal Audit Agency","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Internal Audit Agency","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Internal Audit Agency","HM Treasury","London","65","65","55370","54090"
"In post","2023","50-59","Government Internal Audit Agency","HM Treasury","North East (England)","15","10","56210","53070"
"In post","2023","50-59","Government Internal Audit Agency","HM Treasury","North West (England)","20","20","51850","48420"
"In post","2023","50-59","Government Internal Audit Agency","HM Treasury","South East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Government Internal Audit Agency","HM Treasury","South West (England)","15","15","53520","48780"
"In post","2023","50-59","Government Internal Audit Agency","HM Treasury","Unknown","10","10","46650","46370"
"In post","2023","50-59","Government Internal Audit Agency","HM Treasury","Wales","10","10","49220","52090"
"In post","2023","50-59","Government Internal Audit Agency","HM Treasury","West Midlands (England)","15","10","52140","44730"
"In post","2023","50-59","Government Internal Audit Agency","HM Treasury","Yorkshire and The Humber","20","20","54040","51350"
"In post","2023","50-59","Government Legal Department","Attorney General's Departments","London","510","480","63400","67670"
"In post","2023","50-59","Government Legal Department","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Legal Department","Attorney General's Departments","South West (England)","10","10","66170","67180"
"In post","2023","50-59","Government Legal Department","Attorney General's Departments","Yorkshire and The Humber","25","25","60100","62350"
"In post","2023","50-59","Government Property Agency","Cabinet Office","East Midlands (England)","15","15","48160","50200"
"In post","2023","50-59","Government Property Agency","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","Cabinet Office","London","30","30","58190","56150"
"In post","2023","50-59","Government Property Agency","Cabinet Office","North West (England)","10","10","58050","52630"
"In post","2023","50-59","Government Property Agency","Cabinet Office","South West (England)","10","10","[c]","[c]"
"In post","2023","50-59","Government Property Agency","Cabinet Office","Wales","5","5","[c]","[c]"
"In post","2023","50-59","Government Property Agency","Cabinet Office","West Midlands (England)","15","15","61500","55000"
"In post","2023","50-59","Government Property Agency","Cabinet Office","Yorkshire and The Humber","15","15","53420","52660"
"In post","2023","50-59","HM Courts and Tribunals Service","Ministry of Justice","East Midlands (England)","445","400","26890","21780"
"In post","2023","50-59","HM Courts and Tribunals Service","Ministry of Justice","East of England","345","320","27900","21780"
"In post","2023","50-59","HM Courts and Tribunals Service","Ministry of Justice","London","1130","1070","33500","29660"
"In post","2023","50-59","HM Courts and Tribunals Service","Ministry of Justice","North East (England)","215","190","29160","25830"
"In post","2023","50-59","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","750","685","27410","21780"
"In post","2023","50-59","HM Courts and Tribunals Service","Ministry of Justice","Scotland","55","50","28200","21780"
"In post","2023","50-59","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","415","375","27450","21780"
"In post","2023","50-59","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","315","280","27510","21780"
"In post","2023","50-59","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Courts and Tribunals Service","Ministry of Justice","Wales","300","275","27860","21780"
"In post","2023","50-59","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","575","520","26120","21780"
"In post","2023","50-59","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","415","370","26340","21780"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","50-59","HM Land Registry","HM Land Registry","East Midlands (England)","340","315","33620","28080"
"In post","2023","50-59","HM Land Registry","HM Land Registry","East of England","135","125","32280","33770"
"In post","2023","50-59","HM Land Registry","HM Land Registry","London","130","125","44830","38410"
"In post","2023","50-59","HM Land Registry","HM Land Registry","North East (England)","275","250","32010","28080"
"In post","2023","50-59","HM Land Registry","HM Land Registry","North West (England)","345","315","32410","28080"
"In post","2023","50-59","HM Land Registry","HM Land Registry","South West (England)","535","475","35290","34850"
"In post","2023","50-59","HM Land Registry","HM Land Registry","Wales","250","225","32170","28080"
"In post","2023","50-59","HM Land Registry","HM Land Registry","West Midlands (England)","250","230","32280","28080"
"In post","2023","50-59","HM Land Registry","HM Land Registry","Yorkshire and The Humber","155","140","32480","28080"
"In post","2023","50-59","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","1420","1340","33230","31180"
"In post","2023","50-59","HM Prison and Probation Service","Ministry of Justice","East of England","1475","1400","33060","31670"
"In post","2023","50-59","HM Prison and Probation Service","Ministry of Justice","London","1725","1680","39740","36020"
"In post","2023","50-59","HM Prison and Probation Service","Ministry of Justice","North East (England)","1110","1035","33430","32920"
"In post","2023","50-59","HM Prison and Probation Service","Ministry of Justice","North West (England)","2160","2040","33380","32710"
"In post","2023","50-59","HM Prison and Probation Service","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Prison and Probation Service","Ministry of Justice","South East (England)","2190","2080","33860","32920"
"In post","2023","50-59","HM Prison and Probation Service","Ministry of Justice","South West (England)","1210","1125","33610","31510"
"In post","2023","50-59","HM Prison and Probation Service","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","HM Prison and Probation Service","Ministry of Justice","Wales","740","695","33290","31420"
"In post","2023","50-59","HM Prison and Probation Service","Ministry of Justice","West Midlands (England)","1640","1560","33560","32920"
"In post","2023","50-59","HM Prison and Probation Service","Ministry of Justice","Yorkshire and The Humber","1875","1765","33610","32920"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Midlands (England)","1180","1120","37760","35000"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East of England","255","235","33910","34700"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","3090","2980","47590","42060"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North East (England)","2935","2615","32880","28130"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North West (England)","3625","3400","36190","34700"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northern Ireland","550","515","34650","34400"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Scotland","2040","1835","32350","28130"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South East (England)","965","900","35270","34400"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South West (England)","380","370","41420","35330"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Wales","990","910","33050","28130"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Midlands (England)","1175","1120","40210","35330"
