"Status","Year","Disability","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","Asian","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","60","[c]","34840","33500"
"New entrant CS","2023","Unknown","Asian","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","70","[c]","35590","30950"
"New entrant CS","2023","Unknown","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","National Crime Agency","National Crime Agency","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of the Public Guardian","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Social Security Scotland","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Health Security Agency","Department of Health and Social Care","40","[c]","39000","30750"
"New entrant CS","2023","Unknown","Asian","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","UK Statistics Authority","UK Statistics Authority","40","[c]","31340","31060"
"New entrant CS","2023","Unknown","Asian","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Active Travel England","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Central Civil Service Fast Stream","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Crown Prosecution Service","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Defence Equipment and Support","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Defence Science and Technology Laboratory","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Education (excl. agencies)","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for International Trade","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Estyn","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Government Commercial Organisation","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Prison and Probation Service","Ministry of Justice","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Home Office","Home Office","95","[c]","27750","26400"
"New entrant CS","2023","Unknown","Black","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
