"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Medicine","London","SEO","Male","5","5","[c]","[c]"
"In post","2023","Medicine","Outside London","AA","Female","40","35","20330","19770"
"In post","2023","Medicine","Outside London","AA","Male","10","10","[c]","[c]"
"In post","2023","Medicine","Outside London","AO","Female","245","225","24780","24680"
"In post","2023","Medicine","Outside London","AO","Male","15","15","[c]","[c]"
"In post","2023","Medicine","Outside London","EO","Female","200","175","32890","32930"
"In post","2023","Medicine","Outside London","EO","Male","85","85","31860","32930"
"In post","2023","Medicine","Outside London","G6","Female","230","180","85850","88880"
"In post","2023","Medicine","Outside London","G6","Male","130","115","87270","90100"
"In post","2023","Medicine","Outside London","G7","Female","150","135","62290","59480"
"In post","2023","Medicine","Outside London","G7","Male","85","75","70370","73710"
"In post","2023","Medicine","Outside London","HEO","Female","335","290","38810","40590"
"In post","2023","Medicine","Outside London","HEO","Male","105","95","39310","40590"
"In post","2023","Medicine","Outside London","SCS level","Female","100","85","109020","104400"
"In post","2023","Medicine","Outside London","SCS level","Male","100","85","115750","118210"
"In post","2023","Medicine","Outside London","SEO","Female","185","165","45440","47670"
"In post","2023","Medicine","Outside London","SEO","Male","70","65","46250","47670"
"In post","2023","Medicine","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2023","Medicine","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","G6","Female","10","5","[c]","[c]"
"In post","2023","Medicine","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","HEO","Female","5","5","[c]","[c]"
"In post","2023","Medicine","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","SEO","Female","5","5","[c]","[c]"
"In post","2023","Medicine","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","London","AA","Female","685","610","24850","23500"
"In post","2023","Operational Delivery","London","AA","Male","540","510","24940","23500"
"In post","2023","Operational Delivery","London","AO","Female","4925","4410","27170","26400"
"In post","2023","Operational Delivery","London","AO","Male","3505","3390","29330","26760"
"In post","2023","Operational Delivery","London","EO","Female","7280","6660","31560","31680"
"In post","2023","Operational Delivery","London","EO","Male","4890","4710","32050","31450"
"In post","2023","Operational Delivery","London","G6","Female","350","340","72260","70470"
"In post","2023","Operational Delivery","London","G6","Male","375","370","73080","71050"
"In post","2023","Operational Delivery","London","G7","Female","895","865","58610","57360"
"In post","2023","Operational Delivery","London","G7","Male","815","805","59870","59290"
"In post","2023","Operational Delivery","London","HEO","Female","2595","2490","37320","36280"
"In post","2023","Operational Delivery","London","HEO","Male","2000","1955","38600","37180"
"In post","2023","Operational Delivery","London","SCS level","Female","190","185","93340","84780"
"In post","2023","Operational Delivery","London","SCS level","Male","215","210","98830","90080"
"In post","2023","Operational Delivery","London","SEO","Female","1570","1515","45150","43650"
"In post","2023","Operational Delivery","London","SEO","Male","1265","1250","46120","43790"
"In post","2023","Operational Delivery","London","Unknown","Female","1745","1645","34960","33050"
"In post","2023","Operational Delivery","London","Unknown","Male","665","640","35620","33050"
"In post","2023","Operational Delivery","Outside London","AA","Female","6085","5080","21700","22080"
"In post","2023","Operational Delivery","Outside London","AA","Male","4310","3955","22240","23230"
"In post","2023","Operational Delivery","Outside London","AO","Female","52010","44530","23380","22400"
"In post","2023","Operational Delivery","Outside London","AO","Male","36955","35210","25310","22520"
"In post","2023","Operational Delivery","Outside London","EO","Female","43310","38360","28270","28120"
"In post","2023","Operational Delivery","Outside London","EO","Male","31300","29930","29160","28120"
"In post","2023","Operational Delivery","Outside London","G6","Female","795","780","69050","66860"
"In post","2023","Operational Delivery","Outside London","G6","Male","780","760","71070","67640"
"In post","2023","Operational Delivery","Outside London","G7","Female","2520","2430","54210","52980"
"In post","2023","Operational Delivery","Outside London","G7","Male","2335","2295","55870","54260"
"In post","2023","Operational Delivery","Outside London","HEO","Female","13710","12830","34230","34170"
"In post","2023","Operational Delivery","Outside London","HEO","Male","11370","10950","35460","34700"
"In post","2023","Operational Delivery","Outside London","SCS level","Female","220","215","87010","79250"
"In post","2023","Operational Delivery","Outside London","SCS level","Male","260","255","90760","83530"
"In post","2023","Operational Delivery","Outside London","SEO","Female","6015","5740","42220","41200"
"In post","2023","Operational Delivery","Outside London","SEO","Male","5545","5395","44190","41800"
"In post","2023","Operational Delivery","Outside London","Unknown","Female","14690","13555","29750","29050"
"In post","2023","Operational Delivery","Outside London","Unknown","Male","4795","4525","30820","29050"
"In post","2023","Operational Delivery","Overseas","AO","Female","15","15","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","EO","Female","25","25","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","EO","Male","20","20","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","G6","Male","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","G7","Female","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","G7","Male","20","20","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","HEO","Female","25","25","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","HEO","Male","45","45","42840","40830"
"In post","2023","Operational Delivery","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","SEO","Female","20","20","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","SEO","Male","85","85","48720","47380"
"In post","2023","Operational Delivery","Overseas","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","AA","Female","10","10","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","AA","Male","10","10","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","AO","Female","80","80","23090","21780"
"In post","2023","Operational Delivery","Unknown","AO","Male","70","70","24430","22090"
"In post","2023","Operational Delivery","Unknown","EO","Female","155","140","28560","28120"
"In post","2023","Operational Delivery","Unknown","EO","Male","155","140","28600","28120"
"In post","2023","Operational Delivery","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","G7","Female","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","G7","Male","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","HEO","Female","40","35","37540","34170"
"In post","2023","Operational Delivery","Unknown","HEO","Male","45","40","43080","45610"
"In post","2023","Operational Delivery","Unknown","SEO","Female","15","15","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","SEO","Male","30","30","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Operational Research","London","EO","Female","5","5","[c]","[c]"
"In post","2023","Operational Research","London","EO","Male","10","10","[c]","[c]"
"In post","2023","Operational Research","London","G6","Female","15","15","[c]","[c]"
"In post","2023","Operational Research","London","G6","Male","15","15","[c]","[c]"
"In post","2023","Operational Research","London","G7","Female","60","55","59520","59850"
"In post","2023","Operational Research","London","G7","Male","65","65","59870","60260"
"In post","2023","Operational Research","London","HEO","Female","55","55","37050","36870"
"In post","2023","Operational Research","London","HEO","Male","50","50","36890","36160"
"In post","2023","Operational Research","London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Operational Research","London","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Operational Research","London","SEO","Female","45","40","44650","43750"
"In post","2023","Operational Research","London","SEO","Male","60","60","45780","45560"
"In post","2023","Operational Research","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Outside London","AO","Female","60","55","22530","22520"
"In post","2023","Operational Research","Outside London","AO","Male","50","50","22490","22520"
"In post","2023","Operational Research","Outside London","EO","Female","10","10","[c]","[c]"
"In post","2023","Operational Research","Outside London","EO","Male","15","15","[c]","[c]"
"In post","2023","Operational Research","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Outside London","G6","Female","10","10","[c]","[c]"
"In post","2023","Operational Research","Outside London","G6","Male","20","20","[c]","[c]"
"In post","2023","Operational Research","Outside London","G7","Female","75","65","53110","51640"
"In post","2023","Operational Research","Outside London","G7","Male","165","160","53110","51360"
"In post","2023","Operational Research","Outside London","HEO","Female","75","75","32000","31560"
"In post","2023","Operational Research","Outside London","HEO","Male","95","90","31990","31560"
"In post","2023","Operational Research","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Outside London","SEO","Female","80","75","40180","39890"
"In post","2023","Operational Research","Outside London","SEO","Male","100","95","40950","39950"
"In post","2023","Other","London","AA","Female","15","10","[c]","[c]"
"In post","2023","Other","London","AA","Male","65","65","23770","22770"
"In post","2023","Other","London","AO","Female","95","90","26380","26400"
"In post","2023","Other","London","AO","Male","70","65","26140","26400"
"In post","2023","Other","London","EO","Female","440","420","30630","30140"
"In post","2023","Other","London","EO","Male","225","225","30570","30090"
"In post","2023","Other","London","G6","Female","105","95","77900","73100"
"In post","2023","Other","London","G6","Male","110","105","85170","77050"
"In post","2023","Other","London","G7","Female","155","145","58140","59000"
"In post","2023","Other","London","G7","Male","135","135","59020","59290"
"In post","2023","Other","London","HEO","Female","305","295","36570","36180"
"In post","2023","Other","London","HEO","Male","200","200","36820","36180"
"In post","2023","Other","London","SCS level","Female","55","50","98200","89000"
"In post","2023","Other","London","SCS level","Male","55","50","114050","110920"
"In post","2023","Other","London","SEO","Female","195","190","43740","43210"
"In post","2023","Other","London","SEO","Male","125","125","44420","43650"
"In post","2023","Other","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Outside London","AA","Female","335","310","20800","19770"
"In post","2023","Other","Outside London","AA","Male","950","925","20160","19770"
"In post","2023","Other","Outside London","AO","Female","2265","1930","22260","21690"
"In post","2023","Other","Outside London","AO","Male","1790","1730","22470","21690"
"In post","2023","Other","Outside London","EO","Female","1540","1370","27980","28120"
"In post","2023","Other","Outside London","EO","Male","980","950","28480","28120"
"In post","2023","Other","Outside London","G6","Female","120","110","69260","70550"
"In post","2023","Other","Outside London","G6","Male","190","185","70490","70550"
"In post","2023","Other","Outside London","G7","Female","395","370","53870","54050"
"In post","2023","Other","Outside London","G7","Male","425","415","54550","54470"
"In post","2023","Other","Outside London","HEO","Female","1110","1025","34120","34170"
"In post","2023","Other","Outside London","HEO","Male","660","645","34480","34170"
"In post","2023","Other","Outside London","SCS level","Female","40","40","90010","81600"
"In post","2023","Other","Outside London","SCS level","Male","65","65","102390","95000"
"In post","2023","Other","Outside London","SEO","Female","720","680","42350","40680"
"In post","2023","Other","Outside London","SEO","Male","555","520","43100","41200"
"In post","2023","Other","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","HEO","Male","5","5","[c]","[c]"
"In post","2023","Other","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","AO","Female","5","5","[c]","[c]"
"In post","2023","Other","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","Unknown","Female","170","170","38020","36860"
"In post","2023","Other","Unknown","Unknown","Male","1530","1530","42380","40530"
"In post","2023","Planning","London","EO","Female","5","5","[c]","[c]"
"In post","2023","Planning","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Planning","London","G6","Female","5","5","[c]","[c]"
"In post","2023","Planning","London","G6","Male","5","5","[c]","[c]"
"In post","2023","Planning","London","G7","Female","15","15","[c]","[c]"
"In post","2023","Planning","London","G7","Male","10","10","[c]","[c]"
"In post","2023","Planning","London","HEO","Female","10","10","[c]","[c]"
"In post","2023","Planning","London","HEO","Male","10","10","[c]","[c]"
"In post","2023","Planning","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning","London","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Planning","London","SEO","Female","10","10","[c]","[c]"
"In post","2023","Planning","London","SEO","Male","20","20","[c]","[c]"
"In post","2023","Planning","Outside London","AO","Female","10","5","[c]","[c]"
"In post","2023","Planning","Outside London","AO","Male","5","5","[c]","[c]"
"In post","2023","Planning","Outside London","EO","Female","10","10","[c]","[c]"
"In post","2023","Planning","Outside London","EO","Male","10","10","[c]","[c]"
"In post","2023","Planning","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Outside London","G7","Female","10","10","[c]","[c]"
"In post","2023","Planning","Outside London","G7","Male","20","20","[c]","[c]"
"In post","2023","Planning","Outside London","HEO","Female","25","20","[c]","[c]"
"In post","2023","Planning","Outside London","HEO","Male","10","10","[c]","[c]"
"In post","2023","Planning","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Outside London","SEO","Female","10","10","[c]","[c]"
"In post","2023","Planning","Outside London","SEO","Male","15","15","[c]","[c]"
"In post","2023","Planning Inspectors","London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","London","G6","Male","15","15","[c]","[c]"
"In post","2023","Planning Inspectors","London","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","London","G7","Male","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Outside London","G6","Female","95","80","67410","69690"
"In post","2023","Planning Inspectors","Outside London","G6","Male","165","145","67080","66510"
"In post","2023","Planning Inspectors","Outside London","G7","Female","75","65","46020","48660"
"In post","2023","Planning Inspectors","Outside London","G7","Male","85","80","47220","48660"
"In post","2023","Planning Inspectors","Outside London","HEO","Female","10","5","[c]","[c]"
"In post","2023","Planning Inspectors","Outside London","HEO","Male","10","10","[c]","[c]"
"In post","2023","Planning Inspectors","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Policy","London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Policy","London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Policy","London","AO","Female","115","105","26650","25900"
"In post","2023","Policy","London","AO","Male","85","85","26560","25900"
"In post","2023","Policy","London","EO","Female","735","715","30260","29890"
"In post","2023","Policy","London","EO","Male","505","495","30150","29890"
"In post","2023","Policy","London","G6","Female","1455","1375","68640","67300"
"In post","2023","Policy","London","G6","Male","1375","1355","69230","67780"
"In post","2023","Policy","London","G7","Female","3485","3360","56900","55720"
"In post","2023","Policy","London","G7","Male","3245","3210","57330","55850"
"In post","2023","Policy","London","HEO","Female","2145","2100","36090","35620"
"In post","2023","Policy","London","HEO","Male","1790","1780","36090","35620"
"In post","2023","Policy","London","SCS level","Female","775","720","84690","78610"
"In post","2023","Policy","London","SCS level","Male","690","685","86970","79530"
"In post","2023","Policy","London","SEO","Female","2275","2215","42960","43000"
"In post","2023","Policy","London","SEO","Male","1895","1880","43220","43110"
"In post","2023","Policy","London","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Policy","London","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Policy","Outside London","AA","Female","20","20","[c]","[c]"
"In post","2023","Policy","Outside London","AA","Male","5","5","[c]","[c]"
"In post","2023","Policy","Outside London","AO","Female","190","180","23650","22510"
"In post","2023","Policy","Outside London","AO","Male","85","85","23690","23250"
"In post","2023","Policy","Outside London","EO","Female","640","605","27530","27080"
"In post","2023","Policy","Outside London","EO","Male","350","345","27790","27450"
"In post","2023","Policy","Outside London","G6","Female","385","360","65580","64260"
"In post","2023","Policy","Outside London","G6","Male","425","410","65810","64280"
"In post","2023","Policy","Outside London","G7","Female","1440","1375","53600","51770"
"In post","2023","Policy","Outside London","G7","Male","1150","1130","53740","51970"
"In post","2023","Policy","Outside London","HEO","Female","1555","1480","33430","32000"
"In post","2023","Policy","Outside London","HEO","Male","1015","995","33380","32020"
"In post","2023","Policy","Outside London","SCS level","Female","145","140","84490","79210"
"In post","2023","Policy","Outside London","SCS level","Male","140","140","89840","81600"
"In post","2023","Policy","Outside London","SEO","Female","1615","1540","40360","38470"
"In post","2023","Policy","Outside London","SEO","Male","1150","1130","40560","38860"
"In post","2023","Policy","Outside London","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Policy","Outside London","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Policy","Overseas","AO","Female","10","10","[c]","[c]"
"In post","2023","Policy","Overseas","AO","Male","10","10","[c]","[c]"
"In post","2023","Policy","Overseas","EO","Female","20","20","[c]","[c]"
"In post","2023","Policy","Overseas","EO","Male","20","20","[c]","[c]"
"In post","2023","Policy","Overseas","G6","Female","150","150","66760","66250"
"In post","2023","Policy","Overseas","G6","Male","190","190","67270","66760"
"In post","2023","Policy","Overseas","G7","Female","300","295","55670","55070"
"In post","2023","Policy","Overseas","G7","Male","365","365","56230","56100"
"In post","2023","Policy","Overseas","HEO","Female","255","255","34910","34220"
"In post","2023","Policy","Overseas","HEO","Male","340","340","34870","34880"
"In post","2023","Policy","Overseas","SCS level","Female","110","110","88650","77890"
"In post","2023","Policy","Overseas","SCS level","Male","140","135","86620","77410"
"In post","2023","Policy","Overseas","SEO","Female","75","75","42730","41880"
"In post","2023","Policy","Overseas","SEO","Male","90","90","43520","41380"
"In post","2023","Policy","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Unknown","G7","Female","5","5","[c]","[c]"
"In post","2023","Policy","Unknown","G7","Male","5","5","[c]","[c]"
"In post","2023","Policy","Unknown","HEO","Female","5","5","[c]","[c]"
"In post","2023","Policy","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Unknown","SEO","Male","5","5","[c]","[c]"
"In post","2023","Policy","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","London","AO","Female","20","20","[c]","[c]"
"In post","2023","Project Delivery","London","AO","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","London","EO","Female","200","190","30640","30240"
"In post","2023","Project Delivery","London","EO","Male","105","105","30470","30200"
"In post","2023","Project Delivery","London","G6","Female","325","315","70820","70500"
"In post","2023","Project Delivery","London","G6","Male","350","345","72030","71050"
"In post","2023","Project Delivery","London","G7","Female","720","695","58110","57880"
"In post","2023","Project Delivery","London","G7","Male","600","590","58660","59000"
"In post","2023","Project Delivery","London","HEO","Female","615","605","35720","36000"
"In post","2023","Project Delivery","London","HEO","Male","415","415","36260","36180"
"In post","2023","Project Delivery","London","SCS level","Female","130","125","93490","86730"
"In post","2023","Project Delivery","London","SCS level","Male","145","145","96810","91650"
"In post","2023","Project Delivery","London","SEO","Female","555","540","44220","43650"
"In post","2023","Project Delivery","London","SEO","Male","410","405","44560","43750"
"In post","2023","Project Delivery","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Outside London","AO","Female","135","130","22790","22520"
"In post","2023","Project Delivery","Outside London","AO","Male","105","100","22890","22520"
"In post","2023","Project Delivery","Outside London","EO","Female","680","625","27310","27140"
"In post","2023","Project Delivery","Outside London","EO","Male","375","365","27390","27470"
"In post","2023","Project Delivery","Outside London","G6","Female","440","430","66840","66700"
"In post","2023","Project Delivery","Outside London","G6","Male","590","575","67930","66980"
"In post","2023","Project Delivery","Outside London","G7","Female","1380","1325","53680","54260"
"In post","2023","Project Delivery","Outside London","G7","Male","1545","1525","54380","55020"
"In post","2023","Project Delivery","Outside London","HEO","Female","1930","1800","33460","33990"
"In post","2023","Project Delivery","Outside London","HEO","Male","1305","1280","33630","33990"
"In post","2023","Project Delivery","Outside London","SCS level","Female","70","70","84510","78430"
"In post","2023","Project Delivery","Outside London","SCS level","Male","130","130","88350","81100"
"In post","2023","Project Delivery","Outside London","SEO","Female","2145","2045","40760","41200"
"In post","2023","Project Delivery","Outside London","SEO","Male","2050","2005","41340","41700"
"In post","2023","Project Delivery","Outside London","Unknown","Female","195","185","40930","39500"
"In post","2023","Project Delivery","Outside London","Unknown","Male","330","325","48840","46210"
"In post","2023","Project Delivery","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","G6","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Overseas","G6","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Overseas","G7","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Overseas","G7","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Overseas","HEO","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Overseas","HEO","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","SEO","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Overseas","SEO","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","HEO","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","London","AA","Female","10","10","[c]","[c]"
"In post","2023","Property","London","AA","Male","15","15","[c]","[c]"
"In post","2023","Property","London","AO","Female","25","20","[c]","[c]"
"In post","2023","Property","London","AO","Male","35","35","26700","26920"
"In post","2023","Property","London","EO","Female","125","115","31670","31540"
"In post","2023","Property","London","EO","Male","110","105","30990","31540"
"In post","2023","Property","London","G6","Female","25","25","[c]","[c]"
"In post","2023","Property","London","G6","Male","40","40","70660","70210"
"In post","2023","Property","London","G7","Female","55","50","60100","58990"
"In post","2023","Property","London","G7","Male","130","125","60510","59700"
"In post","2023","Property","London","HEO","Female","100","95","36250","36030"
"In post","2023","Property","London","HEO","Male","145","145","36540","37080"
"In post","2023","Property","London","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Property","London","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Property","London","SEO","Female","85","80","46410","46250"
"In post","2023","Property","London","SEO","Male","150","145","47320","46670"
"In post","2023","Property","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Outside London","AA","Female","165","150","19430","19580"
"In post","2023","Property","Outside London","AA","Male","330","325","19200","18830"
"In post","2023","Property","Outside London","AO","Female","220","190","22680","22520"
"In post","2023","Property","Outside London","AO","Male","230","225","22850","22520"
"In post","2023","Property","Outside London","EO","Female","550","490","27480","27470"
"In post","2023","Property","Outside London","EO","Male","560","545","27540","27470"
"In post","2023","Property","Outside London","G6","Female","75","75","64870","64110"
"In post","2023","Property","Outside London","G6","Male","150","145","66650","66140"
