"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared non-disabled","UK Statistics Authority","45","[c]","28960","22030"
"Leaver CS","2023","60-64","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared non-disabled","Welsh Government","40","[c]","49940","47470"
"Leaver CS","2023","60-64","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Department for Transport","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Department for Work and Pensions","40","[c]","27700","27570"
"Leaver CS","2023","60-64","Undeclared","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","HM Revenue and Customs","65","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Home Office","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Ministry of Defence","95","[c]","36290","34990"
"Leaver CS","2023","60-64","Undeclared","Ministry of Justice","130","[c]","28700","21780"
"Leaver CS","2023","60-64","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Cabinet Office","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Department for Transport","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Department for Work and Pensions","30","[c]","30090","27570"
"Leaver CS","2023","60-64","Unknown","Department of Health and Social Care","70","[c]","57350","49530"
"Leaver CS","2023","60-64","Unknown","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","HM Revenue and Customs","165","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Home Office","40","[c]","36110","26400"
"Leaver CS","2023","60-64","Unknown","Ministry of Defence","170","[c]","38450","34310"
"Leaver CS","2023","60-64","Unknown","Ministry of Justice","85","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","National Crime Agency","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scottish Government","130","[c]","40790","37060"
"Leaver CS","2023","60-64","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","UK Statistics Authority","35","[c]","22770","21200"
"Leaver CS","2023","60-64","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Department for Transport","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Department for Work and Pensions","290","[c]","26030","26650"
"Leaver CS","2023","65+","Declared disabled","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","HM Land Registry","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","HM Revenue and Customs","110","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Home Office","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Ministry of Defence","95","[c]","29170","26670"
"Leaver CS","2023","65+","Declared disabled","Ministry of Justice","160","[c]","25690","21780"
"Leaver CS","2023","65+","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Statistics Authority","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Attorney General's Departments","35","[c]","50660","55290"
"Leaver CS","2023","65+","Declared non-disabled","Cabinet Office","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy","50","[c]","37230","33910"
"Leaver CS","2023","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Education","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs","60","[c]","28910","25920"
"Leaver CS","2023","65+","Declared non-disabled","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Department for Transport","135","[c]","30260","27450"
"Leaver CS","2023","65+","Declared non-disabled","Department for Work and Pensions","810","[c]","26640","26650"
"Leaver CS","2023","65+","Declared non-disabled","Department of Health and Social Care","35","[c]","59350","38580"
"Leaver CS","2023","65+","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Land Registry","35","[c]","33700","34850"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","330","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Home Office","190","[c]","30310","26400"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","445","[c]","32190","27900"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","480","[c]","26410","21780"
"Leaver CS","2023","65+","Declared non-disabled","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Scottish Government","75","[c]","39040","30750"
"Leaver CS","2023","65+","Declared non-disabled","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","UK Statistics Authority","55","[c]","26400","21200"
"Leaver CS","2023","65+","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Welsh Government","40","[c]","42200","38160"
"Leaver CS","2023","65+","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Transport","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Work and Pensions","40","[c]","27970","27570"
"Leaver CS","2023","65+","Undeclared","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","HM Revenue and Customs","40","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Home Office","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Defence","70","[c]","31200","27820"
"Leaver CS","2023","65+","Undeclared","Ministry of Justice","140","[c]","27920","21780"
"Leaver CS","2023","65+","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Transport","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Work and Pensions","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department of Health and Social Care","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Foreign, Commonwealth and Development Office","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Revenue and Customs","135","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Home Office","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","110","[c]","33120","30110"
"Leaver CS","2023","65+","Unknown","Ministry of Justice","50","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Scottish Government","95","[c]","33510","31940"
"Leaver CS","2023","65+","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","UK Statistics Authority","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Department for Environment, Food and Rural Affairs","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Department for Environment, Food and Rural Affairs","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Department of Health and Social Care","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Cabinet Office","35","[c]","34540","35650"
"Leaver Dept.","2023","20-29","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","30","[c]","37440","35050"
"Leaver Dept.","2023","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Department for Education","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Department for International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Department for Transport","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Department for Work and Pensions","90","[c]","27940","28120"
"Leaver Dept.","2023","20-29","Declared disabled","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","HM Revenue and Customs","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Home Office","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Ministry of Justice","60","[c]","28130","27740"
"Leaver Dept.","2023","20-29","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","UK Statistics Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Attorney General's Departments","45","[c]","28940","27760"
"Leaver Dept.","2023","20-29","Declared non-disabled","Cabinet Office","265","[c]","35400","34550"
"Leaver Dept.","2023","20-29","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","165","[c]","38090","34550"
"Leaver Dept.","2023","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","90","[c]","38580","35620"
"Leaver Dept.","2023","20-29","Declared non-disabled","Department for Education","50","[c]","37040","34770"
"Leaver Dept.","2023","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","160","[c]","24560","22150"
"Leaver Dept.","2023","20-29","Declared non-disabled","Department for International Trade","35","[c]","32990","31800"
"Leaver Dept.","2023","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","110","[c]","34580","33210"
"Leaver Dept.","2023","20-29","Declared non-disabled","Department for Transport","85","[c]","32080","31830"
"Leaver Dept.","2023","20-29","Declared non-disabled","Department for Work and Pensions","520","[c]","28840","28120"
"Leaver Dept.","2023","20-29","Declared non-disabled","Department of Health and Social Care","40","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","HM Revenue and Customs","275","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","HM Treasury","80","[c]","36910","33630"
"Leaver Dept.","2023","20-29","Declared non-disabled","Home Office","160","[c]","33260","29890"
"Leaver Dept.","2023","20-29","Declared non-disabled","Ministry of Defence","100","[c]","32760","32750"
"Leaver Dept.","2023","20-29","Declared non-disabled","Ministry of Justice","325","[c]","29040","25830"
"Leaver Dept.","2023","20-29","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Office of Gas and Electricity Markets","35","[c]","30650","32340"
"Leaver Dept.","2023","20-29","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Scottish Government","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","The National Archives","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","UK Statistics Authority","40","[c]","31990","31560"
"Leaver Dept.","2023","20-29","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Welsh Government","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Cabinet Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department for International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department for Transport","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department for Work and Pensions","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","HM Treasury","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Ministry of Justice","20","[c]","[c]","[c]"
