"Status","Year","Profession_of_post","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","East Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Nottingham","Heterosexual / straight","40","35","50590","42400"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Nottingham","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Devon","Devon CC","Heterosexual / straight","40","40","43320","40050"
"In post","2023","Commercial","Devon","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","Plymouth","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","Devon","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","Plymouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","Torbay","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","Torbay","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Bournemouth, Christchurch and Poole","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Bournemouth, Christchurch and Poole","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Dorset","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Dorset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Dorset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Somerset CC","Heterosexual / straight","35","30","40080","39230"
"In post","2023","Commercial","Dorset and Somerset","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Somerset CC","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Somerset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","Cambridgeshire CC","Heterosexual / straight","40","35","39820","35800"
"In post","2023","Commercial","East Anglia","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","Cambridgeshire CC","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","East Anglia","Cambridgeshire CC","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","East Anglia","North and West Norfolk","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","Norwich and East Norfolk","Heterosexual / straight","60","55","44460","40450"
"In post","2023","Commercial","East Anglia","Norwich and East Norfolk","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","Norwich and East Norfolk","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","East Anglia","Norwich and East Norfolk","Unknown","20","15","[c]","[c]"
"In post","2023","Commercial","East Anglia","Peterborough","Heterosexual / straight","40","35","52310","45220"
"In post","2023","Commercial","East Anglia","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","Peterborough","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","Peterborough","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","Suffolk CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","East Anglia","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","Suffolk CC","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","East Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","45","45","45540","38470"
"In post","2023","Commercial","East Wales","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","Cardiff and Vale of Glamorgan","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","Cardiff and Vale of Glamorgan","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","East Wales","Flintshire and Wrexham","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","East Wales","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","Flintshire and Wrexham","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","East Wales","Monmouthshire and Newport","Heterosexual / straight","90","90","38410","32730"
"In post","2023","Commercial","East Wales","Monmouthshire and Newport","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","East Wales","Monmouthshire and Newport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","Monmouthshire and Newport","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","East Wales","Powys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Angus and Dundee City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","City of Edinburgh","Heterosexual / straight","35","35","45050","39590"
"In post","2023","Commercial","Eastern Scotland","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","City of Edinburgh","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Clackmannanshire and Fife","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Clackmannanshire and Fife","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Falkirk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Perth and Kinross, and Stirling","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Perth and Kinross, and Stirling","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","West Lothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","West Lothian","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Essex","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","Heart of Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","West Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","West Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","960","915","43640","42620"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","40","40","37330","32500"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","115","110","43040","42620"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","140","135","42380","35290"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","65","65","49110","41240"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Heterosexual / straight","170","165","43640","35800"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Unknown","50","50","41280","33990"
"In post","2023","Commercial","Greater Manchester","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester North West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester South West","Heterosexual / straight","80","75","48300","42510"
"In post","2023","Commercial","Greater Manchester","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester South West","Undeclared","15","10","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester South West","Unknown","40","40","47340","42510"
"In post","2023","Commercial","Greater Manchester","Manchester","Heterosexual / straight","155","155","50120","40640"
"In post","2023","Commercial","Greater Manchester","Manchester","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Manchester","Unknown","45","45","55230","56000"
"In post","2023","Commercial","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","150","145","43410","39890"
"In post","2023","Commercial","Hampshire and Isle of Wight","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Central Hampshire","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Central Hampshire","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Portsmouth","Heterosexual / straight","55","50","40740","35800"
"In post","2023","Commercial","Hampshire and Isle of Wight","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Portsmouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Portsmouth","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","South Hampshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","South Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Southampton","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Southampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Southampton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Hackney and Newham","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Hackney and Newham","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Haringey and Islington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Lambeth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Lewisham and Southwark","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Tower Hamlets","Heterosexual / straight","110","105","53670","45970"
"In post","2023","Commercial","Inner London - East","Tower Hamlets","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Tower Hamlets","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Tower Hamlets","Unknown","30","30","40510","32960"
"In post","2023","Commercial","Inner London - West","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Camden and City of London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Wandsworth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Westminster","Heterosexual / straight","855","835","63660","56200"
"In post","2023","Commercial","Inner London - West","Westminster","LGBO","55","55","61400","56270"
"In post","2023","Commercial","Inner London - West","Westminster","Undeclared","90","90","58380","56100"
"In post","2023","Commercial","Inner London - West","Westminster","Unknown","290","290","56570","56000"
"In post","2023","Commercial","Kent","East Kent","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Kent","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Medway","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Kent","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","Blackpool","Heterosexual / straight","125","120","43400","38470"
"In post","2023","Commercial","Lancashire","Blackpool","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Lancashire","Blackpool","Undeclared","10","10","[c]","[c]"
