"Status","Year","Disability","Function_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Commercial","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North West (England)","Greater Manchester","35","35","46180","39750"
"In post","2023","Declared disabled","Commercial","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North West (England)","Merseyside","30","30","43540","39860"
"In post","2023","Declared disabled","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scotland","West Central Scotland","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Hampshire and Isle of Wight","35","35","44080","39890"
"In post","2023","Declared disabled","Commercial","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Devon","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","170","160","44930","42620"
"In post","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wales","East Wales","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wales","West Wales and The Valleys","25","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Shropshire and Staffordshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","West Midlands","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","North Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","South Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","West Yorkshire","30","30","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","East Anglia","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Inner London - East","20","20","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Inner London - West","120","115","46850","43750"
"In post","2023","Declared disabled","Communications","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Greater Manchester","15","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scotland","Eastern Scotland","5","5","[c]","[c]"
