"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Cabinet Office","Digital, Data and Technology","SEO/HEO","50","[c]","31330","32000"
"Leaver Dept.","2023","Cabinet Office","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Finance","SEO/HEO","45","[c]","33240","33250"
"Leaver Dept.","2023","Cabinet Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Project Delivery","SEO/HEO","60","[c]","31880","32000"
"Leaver Dept.","2023","Cabinet Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Science and Engineering","SEO/HEO","25","[c]","31320","32000"
"Leaver Dept.","2023","Cabinet Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Statistics","SEO/HEO","55","[c]","32080","32000"
"Leaver Dept.","2023","Cabinet Office","Unknown","AA/AO","50","[c]","22300","21720"
"Leaver Dept.","2023","Cabinet Office","Unknown","EO","170","[c]","26910","27500"
"Leaver Dept.","2023","Cabinet Office","Unknown","G6/G7","385","[c]","58780","56430"
"Leaver Dept.","2023","Cabinet Office","Unknown","SCS level","75","[c]","83780","77410"
"Leaver Dept.","2023","Cabinet Office","Unknown","SEO/HEO","695","[c]","35110","34550"
"Leaver Dept.","2023","Chancellor's other departments","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Operational Delivery","SEO/HEO","10","[c]","29200","29260"
"Leaver Dept.","2023","Charity Commission","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","20","[c]","35310","33570"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","20","[c]","42150","42990"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","15","[c]","32240","29840"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","45","[c]","22160","22180"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","40","[c]","25630","25160"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","10","[c]","56180","53380"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","40","[c]","34810","33570"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Policy","EO","25","[c]","27140","27680"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","155","[c]","56570","53600"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Policy","SCS level","15","[c]","84190","75550"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","205","[c]","36820","35050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","10","[c]","52220","53880"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","10","[c]","39340","38740"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Policy","EO","10","[c]","27270","27780"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Policy","G6/G7","60","[c]","56340","54680"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","80","[c]","35730","35620"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","10","[c]","55580","53190"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","15","[c]","34310","35040"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Commercial","SEO/HEO","30","[c]","38860","40650"
"Leaver Dept.","2023","Department for Education","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Communications","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Communications","SEO/HEO","15","[c]","42350","45330"
"Leaver Dept.","2023","Department for Education","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Digital, Data and Technology","G6/G7","25","[c]","56350","54760"
"Leaver Dept.","2023","Department for Education","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Digital, Data and Technology","SEO/HEO","50","[c]","36130","37590"
"Leaver Dept.","2023","Department for Education","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Economics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Finance","G6/G7","15","[c]","54230","52130"
"Leaver Dept.","2023","Department for Education","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Operational Delivery","EO","10","[c]","27630","26940"
"Leaver Dept.","2023","Department for Education","Operational Delivery","G6/G7","25","[c]","58480","56830"
"Leaver Dept.","2023","Department for Education","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Operational Delivery","SEO/HEO","55","[c]","35460","35460"
"Leaver Dept.","2023","Department for Education","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Policy","EO","15","[c]","27660","27080"
"Leaver Dept.","2023","Department for Education","Policy","G6/G7","45","[c]","56370","55020"
"Leaver Dept.","2023","Department for Education","Policy","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Policy","SEO/HEO","70","[c]","36870","37590"
"Leaver Dept.","2023","Department for Education","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Project Delivery","G6/G7","15","[c]","57770","55910"
"Leaver Dept.","2023","Department for Education","Project Delivery","SEO/HEO","35","[c]","37040","37590"
"Leaver Dept.","2023","Department for Education","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Social Research","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Social Research","SEO/HEO","20","[c]","41220","43250"
"Leaver Dept.","2023","Department for Education","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Human Resources","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","55","[c]","21800","22150"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","25","[c]","25700","25920"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","15","[c]","33560","30840"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Other","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Policy","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Policy","G6/G7","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Policy","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","200","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Economics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Finance","EO","[c]","[c]","[c]","[c]"
