"Status","Year","Organisation","Parent_department","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","South West (England)","AA/AO","365","[c]","23810","22220"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","South West (England)","EO","170","[c]","27910","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","South West (England)","G6/G7","40","[c]","64530","57440"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","South West (England)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","South West (England)","SEO/HEO","210","[c]","36230","33990"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Wales","AA/AO","25","[c]","23540","22220"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Wales","EO","10","[c]","27620","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Wales","SEO/HEO","20","[c]","37290","35990"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands (England)","AA/AO","120","[c]","22420","22220"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands (England)","EO","70","[c]","28230","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands (England)","G6/G7","20","[c]","67510","64620"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands (England)","SEO/HEO","55","[c]","37500","33990"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Yorkshire and The Humber","AA/AO","85","[c]","25080","24680"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Yorkshire and The Humber","EO","25","[c]","28310","27140"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Yorkshire and The Humber","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Yorkshire and The Humber","SEO/HEO","25","[c]","37720","33990"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","East Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","East Midlands (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","East Midlands (England)","SEO/HEO","25","[c]","34320","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","East of England","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","London","AA/AO","20","[c]","25620","25480"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","London","EO","115","[c]","29610","29660"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","London","G6/G7","45","[c]","59110","55720"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","London","SEO/HEO","225","[c]","38550","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","North East (England)","SEO/HEO","20","[c]","33970","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","North West (England)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","North West (England)","EO","25","[c]","25890","25830"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","North West (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","North West (England)","SEO/HEO","30","[c]","34570","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","South East (England)","SEO/HEO","10","[c]","34290","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","South West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","South West (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Wales","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Wales","SEO/HEO","25","[c]","35030","34450"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","West Midlands (England)","AA/AO","15","[c]","21430","21780"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","West Midlands (England)","EO","10","[c]","25910","25830"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","West Midlands (England)","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","West Midlands (England)","SEO/HEO","20","[c]","33600","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Yorkshire and The Humber","EO","20","[c]","25830","25830"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Yorkshire and The Humber","G6/G7","20","[c]","54120","51770"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Yorkshire and The Humber","SEO/HEO","70","[c]","33660","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","East Midlands (England)","EO","15","[c]","35120","36040"
"New entrant CS","2023","National Crime Agency","National Crime Agency","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","East of England","EO","15","[c]","32790","34670"
"New entrant CS","2023","National Crime Agency","National Crime Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","London","AA/AO","10","[c]","26550","26550"
"New entrant CS","2023","National Crime Agency","National Crime Agency","London","EO","85","[c]","35690","34340"
"New entrant CS","2023","National Crime Agency","National Crime Agency","London","G6/G7","20","[c]","69010","68330"
"New entrant CS","2023","National Crime Agency","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","London","SEO/HEO","35","[c]","47070","49200"
"New entrant CS","2023","National Crime Agency","National Crime Agency","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","North West (England)","AA/AO","15","[c]","23230","22950"
"New entrant CS","2023","National Crime Agency","National Crime Agency","North West (England)","EO","70","[c]","33080","32540"
"New entrant CS","2023","National Crime Agency","National Crime Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","North West (England)","SEO/HEO","35","[c]","43150","42110"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Northern Ireland","EO","20","[c]","34580","36040"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","South East (England)","EO","30","[c]","34380","34500"
"New entrant CS","2023","National Crime Agency","National Crime Agency","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","South West (England)","AA/AO","10","[c]","23330","22950"
"New entrant CS","2023","National Crime Agency","National Crime Agency","South West (England)","EO","25","[c]","33240","32900"
"New entrant CS","2023","National Crime Agency","National Crime Agency","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","South West (England)","SEO/HEO","20","[c]","44930","47380"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","West Midlands (England)","EO","30","[c]","32450","30740"
"New entrant CS","2023","National Crime Agency","National Crime Agency","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","West Midlands (England)","SEO/HEO","15","[c]","42140","38640"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Yorkshire and The Humber","EO","15","[c]","35840","36040"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","Yorkshire and The Humber","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","Scotland","AA/AO","25","[c]","23430","22180"
"New entrant CS","2023","National Records of Scotland","Scottish Government","Scotland","EO","20","[c]","29100","29100"
"New entrant CS","2023","National Records of Scotland","Scottish Government","Scotland","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","Scotland","SEO/HEO","20","[c]","37930","33520"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","London","G6/G7","10","[c]","64180","67500"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","London","SEO/HEO","10","[c]","38980","36850"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","G6/G7","15","[c]","76700","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","SEO/HEO","15","[c]","48930","47750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East of England","G6/G7","15","[c]","76400","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East of England","SEO/HEO","15","[c]","49680","47750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","AA/AO","10","[c]","22600","25460"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","EO","10","[c]","30210","30210"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","G6/G7","25","[c]","73840","72470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","35","[c]","42200","43840"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North East (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North West (England)","AA/AO","35","[c]","22240","22260"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North West (England)","EO","15","[c]","26950","26870"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North West (England)","G6/G7","20","[c]","75460","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North West (England)","SEO/HEO","50","[c]","44560","47750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South East (England)","G6/G7","30","[c]","75870","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South East (England)","SEO/HEO","25","[c]","50140","47750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South West (England)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South West (England)","G6/G7","20","[c]","73040","72470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South West (England)","SEO/HEO","25","[c]","39220","33130"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","G6/G7","15","[c]","75940","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","SEO/HEO","25","[c]","44940","47750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","G6/G7","10","[c]","75970","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","SEO/HEO","10","[c]","49000","47750"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","AA/AO","10","[c]","21570","22370"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","EO","80","[c]","27620","26400"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","G6/G7","90","[c]","61730","59000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","SEO/HEO","75","[c]","39260","39780"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Scotland","AA/AO","20","[c]","20870","20970"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Scotland","EO","90","[c]","24870","23640"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Scotland","G6/G7","35","[c]","55050","51300"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Scotland","SEO/HEO","55","[c]","36810","36000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Wales","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","West Midlands (England)","EO","15","[c]","24160","23760"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","West Midlands (England)","G6/G7","15","[c]","51830","49500"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","West Midlands (England)","SEO/HEO","50","[c]","35070","33500"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","London","SEO/HEO","10","[c]","40630","43520"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","East Midlands (England)","AA/AO","50","[c]","21780","21780"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","East Midlands (England)","EO","15","[c]","25830","25830"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","West Midlands (England)","AA/AO","245","[c]","21770","21780"
