"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Land Registry","Digital, Data and Technology","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","East of England","SEO/HEO","15","10","42990","41680"
"In post","2023","HM Land Registry","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","London","EO","10","10","33390","32990"
"In post","2023","HM Land Registry","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","London","SEO/HEO","30","30","43850","43020"
"In post","2023","HM Land Registry","Digital, Data and Technology","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","North East (England)","SEO/HEO","10","10","37620","39460"
"In post","2023","HM Land Registry","Digital, Data and Technology","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","North West (England)","EO","20","15","28570","28080"
"In post","2023","HM Land Registry","Digital, Data and Technology","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","North West (England)","SEO/HEO","20","20","40620","39460"
"In post","2023","HM Land Registry","Digital, Data and Technology","South West (England)","AA/AO","40","35","22590","23390"
"In post","2023","HM Land Registry","Digital, Data and Technology","South West (England)","EO","115","105","31490","32690"
"In post","2023","HM Land Registry","Digital, Data and Technology","South West (England)","G6/G7","40","40","60470","57880"
"In post","2023","HM Land Registry","Digital, Data and Technology","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","South West (England)","SEO/HEO","285","270","42510","39520"
"In post","2023","HM Land Registry","Digital, Data and Technology","Wales","EO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","Wales","SEO/HEO","20","20","40900","39520"
"In post","2023","HM Land Registry","Digital, Data and Technology","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","West Midlands (England)","SEO/HEO","15","15","39270","39460"
"In post","2023","HM Land Registry","Digital, Data and Technology","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Economics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Economics","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Finance","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","London","EO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Finance","London","G6/G7","10","10","67200","67410"
"In post","2023","HM Land Registry","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","London","SEO/HEO","15","15","42450","43150"
"In post","2023","HM Land Registry","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Finance","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","East Midlands (England)","EO","25","20","28080","28080"
"In post","2023","HM Land Registry","Human Resources","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","East Midlands (England)","SEO/HEO","30","30","39750","39520"
"In post","2023","HM Land Registry","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Internal Audit","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Internal Audit","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Internal Audit","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Internal Audit","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Internal Audit","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Legal","East Midlands (England)","G6/G7","25","25","61320","61730"
"In post","2023","HM Land Registry","Legal","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","East of England","G6/G7","10","5","[c]","[c]"
"In post","2023","HM Land Registry","Legal","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Legal","London","EO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Legal","London","G6/G7","20","20","71330","71500"
"In post","2023","HM Land Registry","Legal","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Legal","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Legal","North East (England)","G6/G7","10","10","63080","61730"
"In post","2023","HM Land Registry","Legal","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Legal","North West (England)","EO","10","5","[c]","[c]"
"In post","2023","HM Land Registry","Legal","North West (England)","G6/G7","25","20","63880","61730"
"In post","2023","HM Land Registry","Legal","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","North West (England)","SEO/HEO","15","10","36760","34850"
"In post","2023","HM Land Registry","Legal","South West (England)","EO","25","25","28080","28080"
"In post","2023","HM Land Registry","Legal","South West (England)","G6/G7","25","20","63340","61730"
"In post","2023","HM Land Registry","Legal","South West (England)","SEO/HEO","10","10","38620","34850"
"In post","2023","HM Land Registry","Legal","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","Wales","G6/G7","20","20","61020","58150"
"In post","2023","HM Land Registry","Legal","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Legal","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Legal","West Midlands (England)","G6/G7","15","15","63120","61730"
"In post","2023","HM Land Registry","Legal","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Legal","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","East Midlands (England)","AA/AO","165","155","23390","23390"
"In post","2023","HM Land Registry","Operational Delivery","East Midlands (England)","EO","310","280","28080","28080"
"In post","2023","HM Land Registry","Operational Delivery","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","East Midlands (England)","SEO/HEO","220","195","36770","34850"
"In post","2023","HM Land Registry","Operational Delivery","East of England","AA/AO","85","80","23390","23390"
"In post","2023","HM Land Registry","Operational Delivery","East of England","EO","90","80","28080","28080"
"In post","2023","HM Land Registry","Operational Delivery","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","East of England","SEO/HEO","95","85","36910","34850"
"In post","2023","HM Land Registry","Operational Delivery","London","AA/AO","40","40","26760","26760"
"In post","2023","HM Land Registry","Operational Delivery","London","EO","75","65","31680","31680"
"In post","2023","HM Land Registry","Operational Delivery","London","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","London","SEO/HEO","80","70","40350","38410"
"In post","2023","HM Land Registry","Operational Delivery","North East (England)","AA/AO","220","200","23390","23390"
"In post","2023","HM Land Registry","Operational Delivery","North East (England)","EO","295","270","28080","28080"
"In post","2023","HM Land Registry","Operational Delivery","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","North East (England)","SEO/HEO","165","150","36570","34850"
"In post","2023","HM Land Registry","Operational Delivery","North West (England)","AA/AO","265","245","23390","23390"
"In post","2023","HM Land Registry","Operational Delivery","North West (England)","EO","315","275","28080","28080"
"In post","2023","HM Land Registry","Operational Delivery","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","North West (England)","SEO/HEO","255","225","36720","34850"
"In post","2023","HM Land Registry","Operational Delivery","South West (England)","AA/AO","265","240","23410","23390"
"In post","2023","HM Land Registry","Operational Delivery","South West (England)","EO","350","300","28080","28080"
"In post","2023","HM Land Registry","Operational Delivery","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","South West (England)","SEO/HEO","280","240","36630","34850"
"In post","2023","HM Land Registry","Operational Delivery","Wales","AA/AO","210","195","23410","23390"
"In post","2023","HM Land Registry","Operational Delivery","Wales","EO","340","305","28080","28080"
"In post","2023","HM Land Registry","Operational Delivery","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","Wales","SEO/HEO","220","185","36770","34850"
"In post","2023","HM Land Registry","Operational Delivery","West Midlands (England)","AA/AO","160","150","23390","23390"
"In post","2023","HM Land Registry","Operational Delivery","West Midlands (England)","EO","225","200","28080","28080"
"In post","2023","HM Land Registry","Operational Delivery","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","West Midlands (England)","SEO/HEO","145","125","36740","34850"
"In post","2023","HM Land Registry","Operational Delivery","Yorkshire and The Humber","AA/AO","95","90","23390","23390"
"In post","2023","HM Land Registry","Operational Delivery","Yorkshire and The Humber","EO","140","125","28080","28080"
"In post","2023","HM Land Registry","Operational Delivery","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","Yorkshire and The Humber","SEO/HEO","95","85","36810","34850"
"In post","2023","HM Land Registry","Other","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","London","SEO/HEO","10","10","42170","38940"
"In post","2023","HM Land Registry","Other","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","East Midlands (England)","AA/AO","15","15","23390","23390"
"In post","2023","HM Land Registry","Project Delivery","East Midlands (England)","EO","10","5","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","East Midlands (England)","SEO/HEO","20","20","39470","39520"
"In post","2023","HM Land Registry","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","London","EO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","North East (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","North East (England)","SEO/HEO","10","10","38770","39520"
"In post","2023","HM Land Registry","Project Delivery","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","North West (England)","SEO/HEO","20","20","39270","39520"
"In post","2023","HM Land Registry","Project Delivery","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","South West (England)","SEO/HEO","30","30","39370","39520"
"In post","2023","HM Land Registry","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","West Midlands (England)","SEO/HEO","15","15","39970","39520"
"In post","2023","HM Land Registry","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","North West (England)","EO","10","10","28320","28130"
"In post","2023","HM Revenue and Customs","Commercial","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","North West (England)","SEO/HEO","30","30","40650","42510"
"In post","2023","HM Revenue and Customs","Commercial","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","West Midlands (England)","SEO/HEO","10","10","41500","42510"
"In post","2023","HM Revenue and Customs","Communications","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","East Midlands (England)","G6/G7","10","10","58870","57970"
"In post","2023","HM Revenue and Customs","Communications","East Midlands (England)","SEO/HEO","15","15","39630","42510"
"In post","2023","HM Revenue and Customs","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","London","EO","10","10","33250","32590"
"In post","2023","HM Revenue and Customs","Communications","London","G6/G7","35","35","68370","65230"
"In post","2023","HM Revenue and Customs","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","London","SEO/HEO","45","45","43270","44260"
"In post","2023","HM Revenue and Customs","Communications","North East (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","North East (England)","SEO/HEO","40","40","37880","35330"
"In post","2023","HM Revenue and Customs","Communications","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","North West (England)","EO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","North West (England)","G6/G7","10","10","62800","59180"
"In post","2023","HM Revenue and Customs","Communications","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","North West (England)","SEO/HEO","15","15","38020","38240"
"In post","2023","HM Revenue and Customs","Communications","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","South East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","South West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","Yorkshire and The Humber","G6/G7","10","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Counter Fraud","East Midlands (England)","EO","90","85","28090","28130"
"In post","2023","HM Revenue and Customs","Counter Fraud","East Midlands (England)","G6/G7","15","10","64610","68610"
"In post","2023","HM Revenue and Customs","Counter Fraud","East Midlands (England)","SEO/HEO","85","80","37290","35000"
"In post","2023","HM Revenue and Customs","Counter Fraud","East of England","AA/AO","30","30","22520","22520"
"In post","2023","HM Revenue and Customs","Counter Fraud","East of England","EO","40","40","28330","28130"
"In post","2023","HM Revenue and Customs","Counter Fraud","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Counter Fraud","East of England","SEO/HEO","35","35","36110","35000"
"In post","2023","HM Revenue and Customs","Counter Fraud","London","AA/AO","15","10","26920","26920"
"In post","2023","HM Revenue and Customs","Counter Fraud","London","EO","205","200","32530","32540"
"In post","2023","HM Revenue and Customs","Counter Fraud","London","G6/G7","45","45","68010","65230"
"In post","2023","HM Revenue and Customs","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Counter Fraud","London","SEO/HEO","305","295","41930","39790"
"In post","2023","HM Revenue and Customs","Counter Fraud","North East (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Counter Fraud","North East (England)","EO","95","95","28190","28130"
"In post","2023","HM Revenue and Customs","Counter Fraud","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Counter Fraud","North East (England)","SEO/HEO","60","60","36010","35000"
"In post","2023","HM Revenue and Customs","Counter Fraud","North West (England)","AA/AO","10","10","22520","22520"
"In post","2023","HM Revenue and Customs","Counter Fraud","North West (England)","EO","115","115","28220","28130"
"In post","2023","HM Revenue and Customs","Counter Fraud","North West (England)","G6/G7","25","25","60590","57970"
"In post","2023","HM Revenue and Customs","Counter Fraud","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Counter Fraud","North West (England)","SEO/HEO","135","130","37320","35000"
"In post","2023","HM Revenue and Customs","Counter Fraud","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Counter Fraud","Northern Ireland","EO","55","55","28110","28130"
"In post","2023","HM Revenue and Customs","Counter Fraud","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Counter Fraud","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Counter Fraud","Northern Ireland","SEO/HEO","35","35","37060","35000"
"In post","2023","HM Revenue and Customs","Counter Fraud","Scotland","AA/AO","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Counter Fraud","Scotland","EO","65","65","28410","28130"
"In post","2023","HM Revenue and Customs","Counter Fraud","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Counter Fraud","Scotland","SEO/HEO","35","35","36720","35000"
