"Status","Year","Age","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Northern Ireland","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Northern Ireland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland","AA","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Northern Ireland","AO","Heterosexual / straight","145","135","22570","22520"
"In post","2023","30-39","Northern Ireland","AO","LGBO","25","20","[c]","[c]"
"In post","2023","30-39","Northern Ireland","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Northern Ireland","AO","Unknown","120","105","22500","22520"
"In post","2023","30-39","Northern Ireland","EO","Heterosexual / straight","180","175","28070","27890"
"In post","2023","30-39","Northern Ireland","EO","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Northern Ireland","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Northern Ireland","EO","Unknown","115","110","27150","27890"
"In post","2023","30-39","Northern Ireland","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland","G7","Heterosexual / straight","70","70","55890","56870"
"In post","2023","30-39","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Northern Ireland","G7","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Northern Ireland","HEO","Heterosexual / straight","170","165","34350","34700"
"In post","2023","30-39","Northern Ireland","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Northern Ireland","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Northern Ireland","HEO","Unknown","65","65","34530","34700"
"In post","2023","30-39","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland","SEO","Heterosexual / straight","85","85","41090","41780"
"In post","2023","30-39","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","AA","Unknown","10","5","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","AO","Heterosexual / straight","800","710","22070","22150"
"In post","2023","30-39","Northumberland, and Tyne and Wear","AO","LGBO","70","65","22120","22520"
"In post","2023","30-39","Northumberland, and Tyne and Wear","AO","Undeclared","65","55","22090","22360"
"In post","2023","30-39","Northumberland, and Tyne and Wear","AO","Unknown","370","320","22340","22520"
"In post","2023","30-39","Northumberland, and Tyne and Wear","EO","Heterosexual / straight","955","905","27810","28120"
"In post","2023","30-39","Northumberland, and Tyne and Wear","EO","LGBO","85","85","27740","28120"
"In post","2023","30-39","Northumberland, and Tyne and Wear","EO","Undeclared","50","45","28060","28120"
"In post","2023","30-39","Northumberland, and Tyne and Wear","EO","Unknown","335","320","27610","28120"
"In post","2023","30-39","Northumberland, and Tyne and Wear","G6","Heterosexual / straight","60","55","67980","68870"
"In post","2023","30-39","Northumberland, and Tyne and Wear","G6","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","G6","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","G7","Heterosexual / straight","305","295","54710","55780"
"In post","2023","30-39","Northumberland, and Tyne and Wear","G7","LGBO","35","35","54740","55780"
"In post","2023","30-39","Northumberland, and Tyne and Wear","G7","Undeclared","30","25","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","G7","Unknown","65","65","55210","56870"
"In post","2023","30-39","Northumberland, and Tyne and Wear","HEO","Heterosexual / straight","705","680","34120","34700"
"In post","2023","30-39","Northumberland, and Tyne and Wear","HEO","LGBO","80","80","33970","34400"
"In post","2023","30-39","Northumberland, and Tyne and Wear","HEO","Undeclared","50","45","33750","34170"
"In post","2023","30-39","Northumberland, and Tyne and Wear","HEO","Unknown","215","210","34150","34700"
"In post","2023","30-39","Northumberland, and Tyne and Wear","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","SEO","Heterosexual / straight","470","455","41170","41780"
"In post","2023","30-39","Northumberland, and Tyne and Wear","SEO","LGBO","35","35","41050","42140"
"In post","2023","30-39","Northumberland, and Tyne and Wear","SEO","Undeclared","35","30","41070","42140"
"In post","2023","30-39","Northumberland, and Tyne and Wear","SEO","Unknown","120","120","41410","42140"
"In post","2023","30-39","Northumberland, and Tyne and Wear","Unknown","Heterosexual / straight","110","105","28430","26840"
"In post","2023","30-39","Northumberland, and Tyne and Wear","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northumberland, and Tyne and Wear","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","AA","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","AO","Heterosexual / straight","150","140","31430","33810"
"In post","2023","30-39","Outer London - East and North East","AO","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","AO","Unknown","40","35","31830","32110"
"In post","2023","30-39","Outer London - East and North East","EO","Heterosexual / straight","205","195","33250","32520"
"In post","2023","30-39","Outer London - East and North East","EO","LGBO","20","15","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","EO","Unknown","50","50","32780","32520"
"In post","2023","30-39","Outer London - East and North East","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","HEO","Heterosexual / straight","45","45","39810","39150"
"In post","2023","30-39","Outer London - East and North East","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","Unknown","Heterosexual / straight","75","70","34560","34820"
"In post","2023","30-39","Outer London - East and North East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - East and North East","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Outer London - South","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Outer London - South","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - South","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - South","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - South","AO","Heterosexual / straight","170","150","26500","26400"
"In post","2023","30-39","Outer London - South","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - South","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Outer London - South","AO","Unknown","110","105","26520","26400"
"In post","2023","30-39","Outer London - South","EO","Heterosexual / straight","405","390","31470","31310"
"In post","2023","30-39","Outer London - South","EO","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Outer London - South","EO","Undeclared","30","30","31720","31310"
"In post","2023","30-39","Outer London - South","EO","Unknown","185","180","30740","29890"
"In post","2023","30-39","Outer London - South","G6","Heterosexual / straight","65","65","74370","74200"
"In post","2023","30-39","Outer London - South","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - South","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Outer London - South","G6","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Outer London - South","G7","Heterosexual / straight","195","190","61880","61420"
"In post","2023","30-39","Outer London - South","G7","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Outer London - South","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Outer London - South","G7","Unknown","65","65","62350","61530"
"In post","2023","30-39","Outer London - South","HEO","Heterosexual / straight","345","340","37560","36310"
"In post","2023","30-39","Outer London - South","HEO","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Outer London - South","HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Outer London - South","HEO","Unknown","135","130","37590","37020"
"In post","2023","30-39","Outer London - South","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Outer London - South","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - South","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - South","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - South","SEO","Heterosexual / straight","265","260","44730","43420"
"In post","2023","30-39","Outer London - South","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Outer London - South","SEO","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Outer London - South","SEO","Unknown","80","80","45020","43740"
"In post","2023","30-39","Outer London - South","Unknown","Heterosexual / straight","45","45","35350","34820"
"In post","2023","30-39","Outer London - South","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - South","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - South","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","AA","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","AA","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","AO","Heterosexual / straight","160","150","29640","26400"
"In post","2023","30-39","Outer London - West and North West","AO","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","AO","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","AO","Unknown","85","80","29990","27290"
"In post","2023","30-39","Outer London - West and North West","EO","Heterosexual / straight","505","485","31250","30200"
"In post","2023","30-39","Outer London - West and North West","EO","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","EO","Undeclared","40","40","31280","30270"
"In post","2023","30-39","Outer London - West and North West","EO","Unknown","190","185","30650","29890"
"In post","2023","30-39","Outer London - West and North West","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","G6","Unknown","10","5","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","G7","Heterosexual / straight","60","55","56570","54740"
"In post","2023","30-39","Outer London - West and North West","G7","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","G7","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","HEO","Heterosexual / straight","230","220","35630","36180"
"In post","2023","30-39","Outer London - West and North West","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","HEO","Undeclared","25","20","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","HEO","Unknown","30","30","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","SEO","Heterosexual / straight","135","130","42510","42260"
"In post","2023","30-39","Outer London - West and North West","SEO","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","SEO","Unknown","35","30","43460","43000"
"In post","2023","30-39","Outer London - West and North West","Unknown","Heterosexual / straight","50","50","34920","34320"
"In post","2023","30-39","Outer London - West and North West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Outer London - West and North West","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Overseas","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","EO","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Overseas","G6","Heterosexual / straight","60","60","68010","65100"
"In post","2023","30-39","Overseas","G6","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","G6","Unknown","30","30","[c]","[c]"
"In post","2023","30-39","Overseas","G7","Heterosexual / straight","205","205","56390","55070"
"In post","2023","30-39","Overseas","G7","LGBO","35","35","56250","55130"
"In post","2023","30-39","Overseas","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Overseas","G7","Unknown","120","120","55690","55070"
"In post","2023","30-39","Overseas","HEO","Heterosexual / straight","195","195","36320","35250"
"In post","2023","30-39","Overseas","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Overseas","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Overseas","HEO","Unknown","100","100","41920","38600"
"In post","2023","30-39","Overseas","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Overseas","SEO","Heterosexual / straight","75","75","52160","46180"
"In post","2023","30-39","Overseas","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Overseas","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Overseas","SEO","Unknown","35","35","43440","42230"
"In post","2023","30-39","Overseas","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","AA","Heterosexual / straight","40","40","22650","23230"
"In post","2023","30-39","Shropshire and Staffordshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","AA","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","AO","Heterosexual / straight","395","375","27240","28880"
"In post","2023","30-39","Shropshire and Staffordshire","AO","LGBO","45","45","27970","28880"
"In post","2023","30-39","Shropshire and Staffordshire","AO","Undeclared","30","30","27730","28880"
"In post","2023","30-39","Shropshire and Staffordshire","AO","Unknown","100","100","26560","24910"
"In post","2023","30-39","Shropshire and Staffordshire","EO","Heterosexual / straight","330","315","29100","28120"
"In post","2023","30-39","Shropshire and Staffordshire","EO","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","EO","Undeclared","35","35","29370","28120"
"In post","2023","30-39","Shropshire and Staffordshire","EO","Unknown","70","70","28730","28080"
"In post","2023","30-39","Shropshire and Staffordshire","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","G6","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","G7","Heterosexual / straight","70","70","55660","55780"
"In post","2023","30-39","Shropshire and Staffordshire","G7","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","G7","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","HEO","Heterosexual / straight","210","205","34350","34170"
"In post","2023","30-39","Shropshire and Staffordshire","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","HEO","Unknown","50","45","34370","34400"
"In post","2023","30-39","Shropshire and Staffordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","SEO","Heterosexual / straight","180","175","43040","42140"
"In post","2023","30-39","Shropshire and Staffordshire","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","SEO","Unknown","40","40","42360","41780"
"In post","2023","30-39","Shropshire and Staffordshire","Unknown","Heterosexual / straight","80","70","30320","30810"
"In post","2023","30-39","Shropshire and Staffordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Shropshire and Staffordshire","Unknown","Unknown","15","10","[c]","[c]"
"In post","2023","30-39","South Yorkshire","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","South Yorkshire","AA","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","South Yorkshire","AA","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","South Yorkshire","AO","Heterosexual / straight","360","320","25160","22400"
"In post","2023","30-39","South Yorkshire","AO","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","South Yorkshire","AO","Undeclared","40","35","24190","22400"
"In post","2023","30-39","South Yorkshire","AO","Unknown","140","125","23630","22400"
"In post","2023","30-39","South Yorkshire","EO","Heterosexual / straight","450","410","27510","26180"
"In post","2023","30-39","South Yorkshire","EO","LGBO","45","45","27970","27650"
"In post","2023","30-39","South Yorkshire","EO","Undeclared","40","40","28070","26180"
"In post","2023","30-39","South Yorkshire","EO","Unknown","180","170","26880","25750"
"In post","2023","30-39","South Yorkshire","G6","Heterosexual / straight","60","60","65760","63850"
"In post","2023","30-39","South Yorkshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","South Yorkshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","South Yorkshire","G6","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","South Yorkshire","G7","Heterosexual / straight","180","170","53350","51840"
"In post","2023","30-39","South Yorkshire","G7","LGBO","25","20","[c]","[c]"
"In post","2023","30-39","South Yorkshire","G7","Undeclared","25","20","[c]","[c]"
"In post","2023","30-39","South Yorkshire","G7","Unknown","40","35","54700","54130"
"In post","2023","30-39","South Yorkshire","HEO","Heterosexual / straight","345","330","32950","32160"
"In post","2023","30-39","South Yorkshire","HEO","LGBO","30","30","33010","32160"
"In post","2023","30-39","South Yorkshire","HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","South Yorkshire","HEO","Unknown","45","45","33160","32160"
"In post","2023","30-39","South Yorkshire","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","South Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","South Yorkshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","South Yorkshire","SEO","Heterosexual / straight","315","305","40000","39000"
"In post","2023","30-39","South Yorkshire","SEO","LGBO","40","35","39550","39000"
"In post","2023","30-39","South Yorkshire","SEO","Undeclared","35","35","39870","38470"
"In post","2023","30-39","South Yorkshire","SEO","Unknown","50","45","40240","39000"
"In post","2023","30-39","South Yorkshire","Unknown","Heterosexual / straight","90","80","29760","27940"
"In post","2023","30-39","South Yorkshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","South Yorkshire","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","South Yorkshire","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Southern Scotland","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Southern Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Southern Scotland","AA","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Southern Scotland","AO","Heterosexual / straight","225","210","23430","22520"
"In post","2023","30-39","Southern Scotland","AO","LGBO","30","25","[c]","[c]"
"In post","2023","30-39","Southern Scotland","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Southern Scotland","AO","Unknown","195","185","23800","22520"
"In post","2023","30-39","Southern Scotland","EO","Heterosexual / straight","205","200","29260","28130"
"In post","2023","30-39","Southern Scotland","EO","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Southern Scotland","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Southern Scotland","EO","Unknown","120","115","29790","28540"
"In post","2023","30-39","Southern Scotland","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Southern Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Southern Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Southern Scotland","G6","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Southern Scotland","G7","Heterosexual / straight","85","80","54270","52360"
"In post","2023","30-39","Southern Scotland","G7","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Southern Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Southern Scotland","G7","Unknown","45","45","52350","49960"
"In post","2023","30-39","Southern Scotland","HEO","Heterosexual / straight","135","130","35340","34730"
"In post","2023","30-39","Southern Scotland","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Southern Scotland","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Southern Scotland","HEO","Unknown","60","60","35630","34970"
"In post","2023","30-39","Southern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Southern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Southern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Southern Scotland","SEO","Heterosexual / straight","65","60","41450","42140"
"In post","2023","30-39","Southern Scotland","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Southern Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Southern Scotland","SEO","Unknown","30","30","41720","41780"
"In post","2023","30-39","Surrey, East and West Sussex","AA","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","AA","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","AA","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","AO","Heterosexual / straight","300","280","29500","30660"
"In post","2023","30-39","Surrey, East and West Sussex","AO","LGBO","30","25","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","AO","Undeclared","25","20","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","AO","Unknown","65","60","28770","28880"
"In post","2023","30-39","Surrey, East and West Sussex","EO","Heterosexual / straight","320","295","29460","28120"
"In post","2023","30-39","Surrey, East and West Sussex","EO","LGBO","35","35","29000","28120"
"In post","2023","30-39","Surrey, East and West Sussex","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","EO","Unknown","80","80","28430","27090"
"In post","2023","30-39","Surrey, East and West Sussex","G6","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","G7","Heterosexual / straight","55","55","57070","54680"
"In post","2023","30-39","Surrey, East and West Sussex","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","G7","Unknown","10","5","[c]","[c]"
"In post","2023","30-39","Surrey, East and West Sussex","HEO","Heterosexual / straight","140","135","34840","33830"
"In post","2023","30-39","Surrey, East and West Sussex","HEO","LGBO","20","20","[c]","[c]"
