"Status","Year","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Scottish Government (excl. agencies)","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Outside London","Female","35","30","52650","49860"
"In post","2023","Scottish Housing Regulator","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Scottish Prison Service","Outside London","Female","1655","1570","33390","31290"
"In post","2023","Scottish Prison Service","Outside London","Male","2880","2690","35990","37060"
"In post","2023","Scottish Public Pensions Agency","Outside London","Female","200","175","31410","27740"
"In post","2023","Scottish Public Pensions Agency","Outside London","Male","170","165","32840","27740"
"In post","2023","Serious Fraud Office","London","Female","220","215","47660","41400"
"In post","2023","Serious Fraud Office","London","Male","240","240","49560","43430"
"In post","2023","Social Security Scotland","Outside London","Female","2470","2320","31010","29100"
"In post","2023","Social Security Scotland","Outside London","Male","1555","1530","32180","29100"
"In post","2023","Standards and Testing Agency","London","Female","30","30","48480","46600"
"In post","2023","Standards and Testing Agency","London","Male","10","10","[c]","[c]"
"In post","2023","Standards and Testing Agency","Outside London","Female","60","55","40310","37590"
"In post","2023","Standards and Testing Agency","Outside London","Male","35","30","41090","37590"
"In post","2023","Student Awards Agency for Scotland","Outside London","Female","150","145","31590","29100"
"In post","2023","Student Awards Agency for Scotland","Outside London","Male","110","110","35340","31940"
"In post","2023","Submarine Delivery Agency","Outside London","Female","655","625","39140","35200"
"In post","2023","Submarine Delivery Agency","Outside London","Male","1405","1385","45110","42620"
"In post","2023","Submarine Delivery Agency","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Outside London","Female","55","55","31230","27570"
"In post","2023","Teaching Regulation Agency","Outside London","Male","30","30","[c]","[c]"
"In post","2023","The Insolvency Service","London","Female","185","170","39070","36170"
"In post","2023","The Insolvency Service","London","Male","155","150","45180","41750"
"In post","2023","The Insolvency Service","Outside London","Female","765","715","32510","28840"
"In post","2023","The Insolvency Service","Outside London","Male","545","530","34680","32710"
"In post","2023","The National Archives","London","Female","315","295","36930","34900"
"In post","2023","The National Archives","London","Male","270","260","38010","35080"
"In post","2023","The National Archives","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Transport Scotland","Outside London","Female","255","245","45820","42250"
"In post","2023","Transport Scotland","Outside London","Male","275","270","51430","49860"
"In post","2023","UK Debt Management Office","London","Female","35","30","56460","46130"
"In post","2023","UK Debt Management Office","London","Male","85","85","64800","60340"
"In post","2023","UK Export Finance","London","Female","225","215","50920","43720"
"In post","2023","UK Export Finance","London","Male","275","275","58030","54000"
"In post","2023","UK Export Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Male","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","London","Female","1415","1340","47060","40880"
"In post","2023","UK Health Security Agency","London","Male","805","775","52810","46000"
"In post","2023","UK Health Security Agency","Outside London","Female","2085","1935","42060","37060"
"In post","2023","UK Health Security Agency","Outside London","Male","1110","1080","47940","40970"
"In post","2023","UK Health Security Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Outside London","Female","350","320","35750","34370"
"In post","2023","UK Hydrographic Office","Outside London","Male","590","575","38550","34370"
"In post","2023","UK Hydrographic Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","London","Female","70","70","47200","41360"
"In post","2023","UK Space Agency","London","Male","85","85","51380","44930"
"In post","2023","UK Space Agency","Outside London","Female","55","55","45450","50310"
"In post","2023","UK Space Agency","Outside London","Male","55","55","46420","50680"
"In post","2023","UK Statistics Authority","London","Female","160","160","47960","41800"
"In post","2023","UK Statistics Authority","London","Male","150","145","49060","42370"
"In post","2023","UK Statistics Authority","London","Unknown","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Outside London","Female","3290","2885","33900","31120"
"In post","2023","UK Statistics Authority","Outside London","Male","2515","2305","35860","31560"
"In post","2023","UK Statistics Authority","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","London","Female","30","30","39180","31620"
"In post","2023","UK Supreme Court","London","Male","25","25","[c]","[c]"
"In post","2023","Valuation Office Agency","London","Female","325","300","41660","36090"
"In post","2023","Valuation Office Agency","London","Male","335","325","44000","39140"
"In post","2023","Valuation Office Agency","Outside London","Female","1740","1580","32830","27810"
"In post","2023","Valuation Office Agency","Outside London","Male","1590","1530","35900","32260"
"In post","2023","Vehicle Certification Agency","Outside London","Female","80","75","30030","27240"
"In post","2023","Vehicle Certification Agency","Outside London","Male","120","115","38460","37880"
"In post","2023","Vehicle Certification Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Outside London","Female","100","100","40170","37350"
"In post","2023","Veterinary Medicines Directorate","Outside London","Male","65","65","48040","54330"
"In post","2023","Water Services Regulation Authority","London","Female","35","35","64490","63000"
"In post","2023","Water Services Regulation Authority","London","Male","40","40","65820","67520"
"In post","2023","Water Services Regulation Authority","Outside London","Female","95","90","50840","43700"
"In post","2023","Water Services Regulation Authority","Outside London","Male","95","90","54870","52660"
"In post","2023","Welsh Government (excl. agencies)","London","Female","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Outside London","Female","3555","3300","42550","39690"
"In post","2023","Welsh Government (excl. agencies)","Outside London","Male","2390","2320","45310","39690"
"In post","2023","Welsh Government (excl. agencies)","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Overseas","Male","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Outside London","Female","40","40","44690","39690"
"In post","2023","Welsh Revenue Authority","Outside London","Male","40","40","49020","49370"
"In post","2023","Wilton Park","Outside London","Female","65","55","33490","29580"
"In post","2023","Wilton Park","Outside London","Male","20","20","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Outside London","Female","30","[c]","33350","31210"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Outside London","Male","35","[c]","39730","33300"
"Leaver CS","2023","Animal and Plant Health Agency","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Outside London","Female","135","[c]","29170","25920"
"Leaver CS","2023","Animal and Plant Health Agency","Outside London","Male","100","[c]","30870","26410"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","London","Female","270","[c]","48540","41870"
"Leaver CS","2023","Cabinet Office (excl. agencies)","London","Male","245","[c]","54270","54700"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Outside London","Female","140","[c]","35090","33980"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Outside London","Male","100","[c]","37050","33160"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","London","Female","45","[c]","30600","30130"
"Leaver CS","2023","Central Civil Service Fast Stream","London","Male","35","[c]","31100","31060"
"Leaver CS","2023","Central Civil Service Fast Stream","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","30","[c]","35120","36580"
"Leaver CS","2023","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","Outside London","Female","55","[c]","31460","24500"
"Leaver CS","2023","Companies House","Outside London","Male","45","[c]","33740","29360"
"Leaver CS","2023","Competition and Markets Authority","London","Female","55","[c]","48630","45190"
"Leaver CS","2023","Competition and Markets Authority","London","Male","60","[c]","61540","55130"
"Leaver CS","2023","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Outside London","Female","35","[c]","39510","32110"
"Leaver CS","2023","Crown Commercial Service","Outside London","Male","35","[c]","37800","38330"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Outside London","Female","80","[c]","31690","24490"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Outside London","Male","40","[c]","39650","24490"
"Leaver CS","2023","Crown Prosecution Service","London","Female","75","[c]","34850","28200"
"Leaver CS","2023","Crown Prosecution Service","London","Male","45","[c]","42600","30560"
"Leaver CS","2023","Crown Prosecution Service","Outside London","Female","240","[c]","38000","31180"
"Leaver CS","2023","Crown Prosecution Service","Outside London","Male","110","[c]","40910","38760"
"Leaver CS","2023","Defence Electronics and Components Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Outside London","Female","265","[c]","35250","32550"
"Leaver CS","2023","Defence Equipment and Support","Outside London","Male","650","[c]","39110","35260"
"Leaver CS","2023","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","Outside London","Female","120","[c]","36130","32590"
"Leaver CS","2023","Defence Science and Technology Laboratory","Outside London","Male","240","[c]","37560","39890"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","255","[c]","46770","40050"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","260","[c]","49730","53380"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","30","[c]","36450","30540"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Female","115","[c]","44110","38570"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Male","85","[c]","48100","51730"
"Leaver CS","2023","Department for Education (excl. agencies)","London","Female","95","[c]","44260","41440"
"Leaver CS","2023","Department for Education (excl. agencies)","London","Male","50","[c]","46980","43250"
"Leaver CS","2023","Department for Education (excl. agencies)","Outside London","Female","155","[c]","40020","37590"
"Leaver CS","2023","Department for Education (excl. agencies)","Outside London","Male","145","[c]","42410","37740"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","135","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","115","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","165","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","130","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","Female","95","[c]","44660","41550"
"Leaver CS","2023","Department for International Trade","London","Male","120","[c]","40090","38160"
"Leaver CS","2023","Department for International Trade","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","95","[c]","47630","40800"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","105","[c]","43910","38300"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","55","[c]","37990","36340"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","55","[c]","34480","31600"
"Leaver CS","2023","Department for Transport (excl. agencies)","London","Female","85","[c]","50670","51440"
"Leaver CS","2023","Department for Transport (excl. agencies)","London","Male","115","[c]","49980","44140"
"Leaver CS","2023","Department for Transport (excl. agencies)","Outside London","Female","30","[c]","35500","31660"
"Leaver CS","2023","Department for Transport (excl. agencies)","Outside London","Male","30","[c]","49440","43480"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","London","Female","655","[c]","32480","31060"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","London","Male","410","[c]","34820","31060"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Outside London","Female","4525","[c]","26310","27570"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Outside London","Male","2550","[c]","27990","27570"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","Female","45","[c]","26780","27570"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","London","Female","225","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","London","Male","95","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","Outside London","Female","85","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","Outside London","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","Outside London","Female","365","[c]","23600","22500"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","Outside London","Male","230","[c]","26370","22500"
"Leaver CS","2023","Driver and Vehicle Standards Agency","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Standards Agency","London","Male","40","[c]","32020","30960"
"Leaver CS","2023","Driver and Vehicle Standards Agency","Outside London","Female","130","[c]","28430","26780"
"Leaver CS","2023","Driver and Vehicle Standards Agency","Outside London","Male","395","[c]","28430","26960"
"Leaver CS","2023","Education Scotland","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Education Scotland","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","Outside London","Male","35","[c]","45490","40700"
"Leaver CS","2023","Estyn","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","FCDO Services","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","FCDO Services","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","FCDO Services","Outside London","Male","45","[c]","35740","30020"
"Leaver CS","2023","FCDO Services","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","FCDO Services","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Outside London","Female","40","[c]","35640","31810"
"Leaver CS","2023","Food Standards Agency","Outside London","Male","45","[c]","35050","29110"
"Leaver CS","2023","Food Standards Scotland","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Scotland","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","115","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","110","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","Outside London","Female","50","[c]","32230","29560"
"Leaver CS","2023","Forestry and Land Scotland","Outside London","Male","65","[c]","34310","29560"
"Leaver CS","2023","Government Actuary's Department","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","London","Female","45","[c]","74210","68000"
"Leaver CS","2023","Government Commercial Organisation","London","Male","45","[c]","80350","70000"
"Leaver CS","2023","Government Commercial Organisation","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Outside London","Male","30","[c]","75450","69360"
"Leaver CS","2023","Government Commercial Organisation","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","London","Female","140","[c]","50390","52020"
"Leaver CS","2023","Government Legal Department","London","Male","105","[c]","57300","56140"
"Leaver CS","2023","Government Legal Department","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","London","Female","340","[c]","29470","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","London","Male","175","[c]","31210","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","Outside London","Female","1065","[c]","23580","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Outside London","Male","425","[c]","24710","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","Male","35","[c]","39000","37350"
"Leaver CS","2023","HM Land Registry","Outside London","Female","245","[c]","32060","28080"
"Leaver CS","2023","HM Land Registry","Outside London","Male","185","[c]","35230","33840"
"Leaver CS","2023","HM Prison and Probation Service","London","Female","525","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","London","Male","370","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Outside London","Female","3225","[c]","34630","29050"
"Leaver CS","2023","HM Prison and Probation Service","Outside London","Male","3140","[c]","37690","30410"
"Leaver CS","2023","HM Prison and Probation Service","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","London","Female","240","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","London","Male","275","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","Outside London","Female","2060","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","Outside London","Male","1750","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","London","Female","125","[c]","42770","37900"
"Leaver CS","2023","HM Treasury (excl. agencies)","London","Male","140","[c]","45010","39050"
"Leaver CS","2023","HM Treasury (excl. agencies)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Outside London","Female","85","[c]","38790","35470"
"Leaver CS","2023","Health and Safety Executive","Outside London","Male","110","[c]","45740","44160"
"Leaver CS","2023","Home Office","London","Female","510","[c]","39830","35200"
"Leaver CS","2023","Home Office","London","Male","480","[c]","40970","36180"
"Leaver CS","2023","Home Office","Outside London","Female","720","[c]","27090","25880"
"Leaver CS","2023","Home Office","Outside London","Male","790","[c]","28150","25880"
"Leaver CS","2023","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Outside London","Female","30","[c]","32640","28750"
"Leaver CS","2023","Intellectual Property Office","Outside London","Male","55","[c]","39100","36570"
"Leaver CS","2023","Legal Aid Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Outside London","Female","35","[c]","26200","21780"
"Leaver CS","2023","Legal Aid Agency","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Outside London","Female","65","[c]","29790","26780"
"Leaver CS","2023","Maritime and Coastguard Agency","Outside London","Male","120","[c]","36360","31660"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","London","Female","100","[c]","49300","41690"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","London","Male","60","[c]","57250","53830"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Outside London","Female","55","[c]","34010","36320"
"Leaver CS","2023","Met Office","Outside London","Male","100","[c]","36630","33910"
"Leaver CS","2023","Met Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","London","Female","130","[c]","40670","37740"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","London","Male","190","[c]","42820","38930"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Outside London","Female","1170","[c]","31170","26670"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Outside London","Male","1845","[c]","33440","29670"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Overseas","Female","45","[c]","49160","47500"
