"Status","Year","Age","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Attorney General's Departments","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Birmingham","5","5","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Leeds","5","5","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Westminster","10","10","23200","20980"
"In post","2023","16-19","Cabinet Office","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Chancellor's other departments","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Devon CC","10","10","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Westminster","5","5","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","West Surrey","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","York","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Westminster","5","5","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Swansea","80","70","20770","19000"
"In post","2023","16-19","Department for Transport","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Barnet","[c]","[c]","[c]","[c]"
