"Status","Year","Age","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Knowledge and Information Management","Scotland","HEO","10","10","34830","34170"
"In post","2023","50-59","Knowledge and Information Management","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","South East (England)","AO","15","15","22790","22220"
"In post","2023","50-59","Knowledge and Information Management","South East (England)","EO","25","25","27870","27470"
"In post","2023","50-59","Knowledge and Information Management","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","South East (England)","G7","15","10","52310","53750"
"In post","2023","50-59","Knowledge and Information Management","South East (England)","HEO","25","25","33630","33990"
"In post","2023","50-59","Knowledge and Information Management","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","South East (England)","SEO","15","15","41650","41500"
"In post","2023","50-59","Knowledge and Information Management","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","South West (England)","AO","20","20","22220","22220"
"In post","2023","50-59","Knowledge and Information Management","South West (England)","EO","20","20","27320","27470"
"In post","2023","50-59","Knowledge and Information Management","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","South West (England)","G7","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","South West (England)","HEO","15","15","34480","34170"
"In post","2023","50-59","Knowledge and Information Management","South West (England)","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Wales","AO","10","10","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Wales","EO","15","15","29120","30610"
"In post","2023","50-59","Knowledge and Information Management","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Wales","G7","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Wales","HEO","15","15","36910","39690"
"In post","2023","50-59","Knowledge and Information Management","Wales","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","West Midlands (England)","AO","15","15","21910","21780"
"In post","2023","50-59","Knowledge and Information Management","West Midlands (England)","EO","10","10","27360","25990"
"In post","2023","50-59","Knowledge and Information Management","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","West Midlands (England)","HEO","10","10","33740","34070"
"In post","2023","50-59","Knowledge and Information Management","West Midlands (England)","SEO","10","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Yorkshire and The Humber","AO","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Yorkshire and The Humber","EO","10","10","28160","28120"
"In post","2023","50-59","Knowledge and Information Management","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Yorkshire and The Humber","HEO","10","10","34150","34170"
"In post","2023","50-59","Knowledge and Information Management","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Legal","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","East Midlands (England)","EO","15","15","28730","28670"
"In post","2023","50-59","Legal","East Midlands (England)","G6","10","10","[c]","[c]"
"In post","2023","50-59","Legal","East Midlands (England)","G7","75","65","56450","56450"
"In post","2023","50-59","Legal","East Midlands (England)","HEO","15","15","35230","35000"
"In post","2023","50-59","Legal","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","East Midlands (England)","SEO","25","20","44180","44420"
"In post","2023","50-59","Legal","East of England","AO","35","30","22550","22520"
"In post","2023","50-59","Legal","East of England","EO","30","30","28780","28130"
"In post","2023","50-59","Legal","East of England","G6","10","10","[c]","[c]"
"In post","2023","50-59","Legal","East of England","G7","80","75","61180","62590"
"In post","2023","50-59","Legal","East of England","HEO","25","25","35190","35000"
"In post","2023","50-59","Legal","East of England","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Legal","East of England","SEO","30","30","43540","42670"
"In post","2023","50-59","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","London","AO","10","10","25840","26920"
"In post","2023","50-59","Legal","London","EO","85","80","32770","32540"
"In post","2023","50-59","Legal","London","G6","290","270","73990","74190"
"In post","2023","50-59","Legal","London","G7","385","365","61320","61920"
"In post","2023","50-59","Legal","London","HEO","100","100","39870","39790"
"In post","2023","50-59","Legal","London","SCS level","155","150","93350","86920"
"In post","2023","50-59","Legal","London","SEO","95","90","47650","46810"
"In post","2023","50-59","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","50-59","Legal","North East (England)","G6","10","10","69430","69860"
"In post","2023","50-59","Legal","North East (England)","G7","55","50","56870","56450"
"In post","2023","50-59","Legal","North East (England)","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Legal","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","North East (England)","SEO","30","30","43540","43100"
"In post","2023","50-59","Legal","North West (England)","AO","10","10","22520","22520"
"In post","2023","50-59","Legal","North West (England)","EO","25","25","28680","28200"
"In post","2023","50-59","Legal","North West (England)","G6","30","30","71940","71410"
"In post","2023","50-59","Legal","North West (England)","G7","150","140","56930","56450"
"In post","2023","50-59","Legal","North West (England)","HEO","45","45","35120","35000"
"In post","2023","50-59","Legal","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Legal","North West (England)","SEO","70","60","43650","43780"
"In post","2023","50-59","Legal","Northern Ireland","AO","5","5","[c]","[c]"
"In post","2023","50-59","Legal","Northern Ireland","EO","10","10","29240","29730"
"In post","2023","50-59","Legal","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Northern Ireland","HEO","15","15","35000","35000"
"In post","2023","50-59","Legal","Northern Ireland","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Scotland","EO","10","10","29340","29730"
"In post","2023","50-59","Legal","Scotland","G6","55","50","74660","74000"
"In post","2023","50-59","Legal","Scotland","G7","85","80","59330","55990"
"In post","2023","50-59","Legal","Scotland","HEO","25","25","35830","35000"
"In post","2023","50-59","Legal","Scotland","SCS level","10","10","93080","85800"
"In post","2023","50-59","Legal","Scotland","SEO","25","20","45830","48410"
"In post","2023","50-59","Legal","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","South East (England)","EO","20","20","29140","29730"
"In post","2023","50-59","Legal","South East (England)","G6","10","10","74320","76700"
"In post","2023","50-59","Legal","South East (England)","G7","115","105","61310","63380"
"In post","2023","50-59","Legal","South East (England)","HEO","25","25","35440","35000"
"In post","2023","50-59","Legal","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Legal","South East (England)","SEO","50","45","44000","44100"
"In post","2023","50-59","Legal","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","South West (England)","EO","20","20","28330","28080"
"In post","2023","50-59","Legal","South West (England)","G6","20","20","71150","71890"
"In post","2023","50-59","Legal","South West (England)","G7","85","80","56380","56450"
"In post","2023","50-59","Legal","South West (England)","HEO","20","15","34970","35000"
"In post","2023","50-59","Legal","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","South West (England)","SEO","25","20","44010","45160"
"In post","2023","50-59","Legal","Wales","AO","10","10","[c]","[c]"
"In post","2023","50-59","Legal","Wales","EO","20","20","28190","28130"
"In post","2023","50-59","Legal","Wales","G6","15","15","73790","72670"
"In post","2023","50-59","Legal","Wales","G7","110","105","58370","57970"
"In post","2023","50-59","Legal","Wales","HEO","30","25","35540","35000"
"In post","2023","50-59","Legal","Wales","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Legal","Wales","SEO","30","25","43330","43340"
"In post","2023","50-59","Legal","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","West Midlands (England)","EO","10","10","27740","28080"
"In post","2023","50-59","Legal","West Midlands (England)","G6","15","15","80160","74430"
"In post","2023","50-59","Legal","West Midlands (England)","G7","105","100","56980","56450"
"In post","2023","50-59","Legal","West Midlands (England)","HEO","15","15","35210","35000"
"In post","2023","50-59","Legal","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Legal","West Midlands (England)","SEO","40","35","43950","44550"
"In post","2023","50-59","Legal","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Yorkshire and The Humber","EO","10","10","[c]","[c]"
"In post","2023","50-59","Legal","Yorkshire and The Humber","G6","30","30","72500","71710"
"In post","2023","50-59","Legal","Yorkshire and The Humber","G7","110","100","56720","56450"
"In post","2023","50-59","Legal","Yorkshire and The Humber","HEO","20","20","34980","35000"
"In post","2023","50-59","Legal","Yorkshire and The Humber","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Legal","Yorkshire and The Humber","SEO","30","25","43740","45450"
"In post","2023","50-59","Medicine","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","East Midlands (England)","AO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","East Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","East Midlands (England)","G6","10","10","84460","93060"
"In post","2023","50-59","Medicine","East Midlands (England)","G7","10","5","[c]","[c]"
"In post","2023","50-59","Medicine","East Midlands (England)","HEO","10","10","40170","40590"
"In post","2023","50-59","Medicine","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","East of England","AO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","East of England","EO","10","5","[c]","[c]"
"In post","2023","50-59","Medicine","East of England","G6","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","East of England","HEO","15","15","41020","40590"
"In post","2023","50-59","Medicine","East of England","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","East of England","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","London","EO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","London","G6","15","15","82740","79590"
"In post","2023","50-59","Medicine","London","G7","15","15","57610","55200"
"In post","2023","50-59","Medicine","London","HEO","10","10","40640","39050"
"In post","2023","50-59","Medicine","London","SCS level","40","35","109600","112570"
"In post","2023","50-59","Medicine","London","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","North East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","North West (England)","G6","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Northern Ireland","G6","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","Northern Ireland","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Overseas","G6","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Scotland","EO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","Scotland","G6","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","Scotland","G7","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","Scotland","HEO","10","10","39440","40590"
"In post","2023","50-59","Medicine","Scotland","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","South East (England)","AO","10","10","25140","24680"
"In post","2023","50-59","Medicine","South East (England)","EO","20","15","34320","34510"
"In post","2023","50-59","Medicine","South East (England)","G6","25","20","91030","93060"
"In post","2023","50-59","Medicine","South East (England)","G7","10","10","64760","60180"
"In post","2023","50-59","Medicine","South East (England)","HEO","30","25","40430","41190"
"In post","2023","50-59","Medicine","South East (England)","SCS level","15","10","124250","128010"
"In post","2023","50-59","Medicine","South East (England)","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","South West (England)","AA","10","10","19770","19770"
"In post","2023","50-59","Medicine","South West (England)","AO","10","5","[c]","[c]"
"In post","2023","50-59","Medicine","South West (England)","EO","15","15","33490","32930"
"In post","2023","50-59","Medicine","South West (England)","G6","20","20","88630","93060"
"In post","2023","50-59","Medicine","South West (England)","G7","20","15","72220","79390"
"In post","2023","50-59","Medicine","South West (England)","HEO","20","20","38880","40590"
"In post","2023","50-59","Medicine","South West (England)","SCS level","15","10","127220","119130"
"In post","2023","50-59","Medicine","South West (England)","SEO","15","10","47440","47670"
"In post","2023","50-59","Medicine","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Wales","EO","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","Wales","G6","20","20","86170","88450"
"In post","2023","50-59","Medicine","Wales","G7","15","15","63110","63900"
"In post","2023","50-59","Medicine","Wales","HEO","10","10","36190","34520"
"In post","2023","50-59","Medicine","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Wales","SEO","15","15","47470","49370"
"In post","2023","50-59","Medicine","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","West Midlands (England)","G6","15","10","87080","91790"
"In post","2023","50-59","Medicine","West Midlands (England)","G7","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","West Midlands (England)","HEO","10","10","40590","40590"
"In post","2023","50-59","Medicine","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","Yorkshire and The Humber","AO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","Yorkshire and The Humber","EO","15","15","32440","32930"
"In post","2023","50-59","Medicine","Yorkshire and The Humber","G6","10","10","88430","93060"
"In post","2023","50-59","Medicine","Yorkshire and The Humber","G7","10","5","[c]","[c]"
"In post","2023","50-59","Medicine","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Delivery","East Midlands (England)","AA","255","235","22310","23230"
"In post","2023","50-59","Operational Delivery","East Midlands (England)","AO","1585","1415","24280","22220"
"In post","2023","50-59","Operational Delivery","East Midlands (England)","EO","1515","1400","28550","28120"
"In post","2023","50-59","Operational Delivery","East Midlands (England)","G6","50","50","74710","71070"
"In post","2023","50-59","Operational Delivery","East Midlands (England)","G7","115","115","56490","54440"
"In post","2023","50-59","Operational Delivery","East Midlands (England)","HEO","565","545","35450","34850"
"In post","2023","50-59","Operational Delivery","East Midlands (England)","SCS level","15","15","87730","82080"
"In post","2023","50-59","Operational Delivery","East Midlands (England)","SEO","300","295","44280","42510"
"In post","2023","50-59","Operational Delivery","East Midlands (England)","Unknown","355","335","31200","29050"
"In post","2023","50-59","Operational Delivery","East of England","AA","270","250","22310","23230"
"In post","2023","50-59","Operational Delivery","East of England","AO","1290","1180","25610","24070"
"In post","2023","50-59","Operational Delivery","East of England","EO","1730","1600","29620","28120"
"In post","2023","50-59","Operational Delivery","East of England","G6","40","40","72230","67370"
"In post","2023","50-59","Operational Delivery","East of England","G7","90","90","56480","54420"
"In post","2023","50-59","Operational Delivery","East of England","HEO","525","510","35640","34850"
"In post","2023","50-59","Operational Delivery","East of England","SCS level","15","15","95590","98970"
"In post","2023","50-59","Operational Delivery","East of England","SEO","245","240","45530","43610"
"In post","2023","50-59","Operational Delivery","East of England","Unknown","400","370","30090","29050"
"In post","2023","50-59","Operational Delivery","London","AA","350","330","24780","23670"
"In post","2023","50-59","Operational Delivery","London","AO","2190","2040","27230","26400"
"In post","2023","50-59","Operational Delivery","London","EO","3565","3355","31890","31880"
"In post","2023","50-59","Operational Delivery","London","G6","250","245","74360","72260"
"In post","2023","50-59","Operational Delivery","London","G7","500","495","60430","59420"
"In post","2023","50-59","Operational Delivery","London","HEO","1340","1310","38470","37720"
"In post","2023","50-59","Operational Delivery","London","SCS level","160","155","101200","94930"
"In post","2023","50-59","Operational Delivery","London","SEO","845","830","46530","45370"
"In post","2023","50-59","Operational Delivery","London","Unknown","570","545","37430","34820"
"In post","2023","50-59","Operational Delivery","North East (England)","AA","275","235","22580","22520"
"In post","2023","50-59","Operational Delivery","North East (England)","AO","2925","2495","23320","22520"
"In post","2023","50-59","Operational Delivery","North East (England)","EO","1710","1545","28460","28120"
"In post","2023","50-59","Operational Delivery","North East (England)","G6","45","45","69110","65930"
"In post","2023","50-59","Operational Delivery","North East (England)","G7","125","120","54320","52610"
"In post","2023","50-59","Operational Delivery","North East (England)","HEO","625","590","34730","34700"
"In post","2023","50-59","Operational Delivery","North East (England)","SCS level","15","15","90990","80580"
"In post","2023","50-59","Operational Delivery","North East (England)","SEO","320","310","42690","41680"
"In post","2023","50-59","Operational Delivery","North East (England)","Unknown","325","305","31720","29050"
"In post","2023","50-59","Operational Delivery","North West (England)","AA","440","405","21870","22520"
"In post","2023","50-59","Operational Delivery","North West (England)","AO","4765","4240","23130","22150"
"In post","2023","50-59","Operational Delivery","North West (England)","EO","4480","4115","28290","28120"
"In post","2023","50-59","Operational Delivery","North West (England)","G6","140","140","70860","68610"
"In post","2023","50-59","Operational Delivery","North West (England)","G7","325","320","55550","54470"
"In post","2023","50-59","Operational Delivery","North West (England)","HEO","1380","1325","34990","34170"
"In post","2023","50-59","Operational Delivery","North West (England)","SCS level","50","50","89320","82070"
"In post","2023","50-59","Operational Delivery","North West (England)","SEO","740","725","43300","42140"
"In post","2023","50-59","Operational Delivery","North West (England)","Unknown","750","710","31790","29050"
"In post","2023","50-59","Operational Delivery","Northern Ireland","AA","15","15","22190","22130"
"In post","2023","50-59","Operational Delivery","Northern Ireland","AO","220","195","22640","22520"
"In post","2023","50-59","Operational Delivery","Northern Ireland","EO","185","175","28410","27890"
"In post","2023","50-59","Operational Delivery","Northern Ireland","G6","10","10","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Northern Ireland","G7","20","20","58700","57490"
"In post","2023","50-59","Operational Delivery","Northern Ireland","HEO","105","105","35780","35000"
"In post","2023","50-59","Operational Delivery","Northern Ireland","SEO","55","50","42010","42140"
"In post","2023","50-59","Operational Delivery","Overseas","AO","5","5","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Overseas","EO","15","15","39180","39650"
"In post","2023","50-59","Operational Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Overseas","G7","5","5","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Overseas","HEO","25","25","44720","43940"
"In post","2023","50-59","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Overseas","SEO","45","45","50670","49040"
"In post","2023","50-59","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Scotland","AA","190","160","21920","22080"
"In post","2023","50-59","Operational Delivery","Scotland","AO","2725","2400","22870","22520"
"In post","2023","50-59","Operational Delivery","Scotland","EO","2815","2600","30320","28120"
"In post","2023","50-59","Operational Delivery","Scotland","G6","75","75","73290","70660"
"In post","2023","50-59","Operational Delivery","Scotland","G7","140","140","57900","55990"
"In post","2023","50-59","Operational Delivery","Scotland","HEO","935","895","36630","35000"
"In post","2023","50-59","Operational Delivery","Scotland","SCS level","25","25","79950","81890"
"In post","2023","50-59","Operational Delivery","Scotland","SEO","400","385","46860","42510"
"In post","2023","50-59","Operational Delivery","Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Operational Delivery","South East (England)","AA","485","420","22380","22520"
"In post","2023","50-59","Operational Delivery","South East (England)","AO","2220","1975","25370","22520"
"In post","2023","50-59","Operational Delivery","South East (England)","EO","2850","2635","29570","28120"
"In post","2023","50-59","Operational Delivery","South East (England)","G6","70","70","71620","66690"
"In post","2023","50-59","Operational Delivery","South East (England)","G7","190","190","55910","54450"
"In post","2023","50-59","Operational Delivery","South East (England)","HEO","960","930","36100","34400"
"In post","2023","50-59","Operational Delivery","South East (England)","SCS level","20","20","91090","79080"
"In post","2023","50-59","Operational Delivery","South East (England)","SEO","465","455","44810","41800"
"In post","2023","50-59","Operational Delivery","South East (England)","Unknown","570","530","31730","29050"
"In post","2023","50-59","Operational Delivery","South West (England)","AA","200","180","22030","23230"
"In post","2023","50-59","Operational Delivery","South West (England)","AO","1575","1425","23870","22220"
"In post","2023","50-59","Operational Delivery","South West (England)","EO","1765","1610","28230","28120"
"In post","2023","50-59","Operational Delivery","South West (England)","G6","110","105","69930","68010"
"In post","2023","50-59","Operational Delivery","South West (England)","G7","290","285","53580","52500"
"In post","2023","50-59","Operational Delivery","South West (England)","HEO","770","730","34670","34300"
"In post","2023","50-59","Operational Delivery","South West (England)","SCS level","20","20","93100","87590"
"In post","2023","50-59","Operational Delivery","South West (England)","SEO","495","480","42420","41370"
"In post","2023","50-59","Operational Delivery","South West (England)","Unknown","480","440","33830","29050"
"In post","2023","50-59","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Unknown","AO","35","30","22470","21690"
"In post","2023","50-59","Operational Delivery","Unknown","EO","100","90","29330","28120"
"In post","2023","50-59","Operational Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Unknown","G7","5","5","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Unknown","HEO","35","35","41360","44050"
"In post","2023","50-59","Operational Delivery","Unknown","SEO","25","25","48360","48870"
"In post","2023","50-59","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Wales","AA","330","280","19880","19000"
"In post","2023","50-59","Operational Delivery","Wales","AO","2135","1885","23010","22500"
"In post","2023","50-59","Operational Delivery","Wales","EO","1785","1660","28170","28120"
"In post","2023","50-59","Operational Delivery","Wales","G6","80","80","71500","70560"
"In post","2023","50-59","Operational Delivery","Wales","G7","195","190","57950","57560"
"In post","2023","50-59","Operational Delivery","Wales","HEO","640","615","35000","34330"
"In post","2023","50-59","Operational Delivery","Wales","SCS level","55","55","88310","81600"
"In post","2023","50-59","Operational Delivery","Wales","SEO","370","365","43780","42140"
"In post","2023","50-59","Operational Delivery","Wales","Unknown","320","305","32000","29050"
"In post","2023","50-59","Operational Delivery","West Midlands (England)","AA","275","250","22250","23230"
"In post","2023","50-59","Operational Delivery","West Midlands (England)","AO","1950","1740","24000","21780"
"In post","2023","50-59","Operational Delivery","West Midlands (England)","EO","2160","1980","28620","28120"
"In post","2023","50-59","Operational Delivery","West Midlands (England)","G6","65","65","71750","66860"
"In post","2023","50-59","Operational Delivery","West Midlands (England)","G7","170","170","55640","53060"
"In post","2023","50-59","Operational Delivery","West Midlands (England)","HEO","700","670","35080","34300"
"In post","2023","50-59","Operational Delivery","West Midlands (England)","SCS level","25","25","97240","95000"
"In post","2023","50-59","Operational Delivery","West Midlands (England)","SEO","360","355","43420","41680"
"In post","2023","50-59","Operational Delivery","West Midlands (England)","Unknown","560","515","31420","29050"
"In post","2023","50-59","Operational Delivery","Yorkshire and The Humber","AA","285","265","22470","23230"
"In post","2023","50-59","Operational Delivery","Yorkshire and The Humber","AO","2100","1850","24430","22400"
"In post","2023","50-59","Operational Delivery","Yorkshire and The Humber","EO","2310","2110","28570","28120"
"In post","2023","50-59","Operational Delivery","Yorkshire and The Humber","G6","75","75","71660","66860"
"In post","2023","50-59","Operational Delivery","Yorkshire and The Humber","G7","195","195","56040","54260"
"In post","2023","50-59","Operational Delivery","Yorkshire and The Humber","HEO","770","740","35350","34300"
"In post","2023","50-59","Operational Delivery","Yorkshire and The Humber","SCS level","25","25","86580","79050"
"In post","2023","50-59","Operational Delivery","Yorkshire and The Humber","SEO","400","390","43800","42140"
"In post","2023","50-59","Operational Delivery","Yorkshire and The Humber","Unknown","545","510","32100","29050"
"In post","2023","50-59","Operational Research","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","London","G7","20","15","60440","59360"
"In post","2023","50-59","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","London","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Operational Research","London","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Operational Research","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","North West (England)","G7","5","5","[c]","[c]"
"In post","2023","50-59","Operational Research","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","North West (England)","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Operational Research","Scotland","AO","5","5","[c]","[c]"
"In post","2023","50-59","Operational Research","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","South East (England)","AO","[c]","[c]","[c]","[c]"
