"Status","Year","Organisation","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Anglia","Suffolk CC","35","35","34570","33680"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Wales","Cardiff and Vale of Glamorgan","75","70","30780","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","35","35","33170","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester","Manchester","135","125","31910","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Hampshire and Isle of Wight","North Hampshire","15","15","35080","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Inner London - West","Wandsworth","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Inner London - West","Westminster","80","75","41050","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Northumberland, and Tyne and Wear","Tyneside","125","115","30690","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Central Scotland","Glasgow City","85","75","31920","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands","Birmingham","60","55","32240","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Yorkshire","Leeds","60","55","33250","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","Surrey, East and West Sussex","West Surrey","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","10","10","30720","30320"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cheshire","Cheshire East","20","20","33020","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","45","40","27350","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cumbria","East Cumbria","160","150","24560","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","Nottingham","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Devon","Devon CC","175","165","25620","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Dorset and Somerset","Dorset","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Dorset and Somerset","Somerset CC","15","15","32720","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Anglia","Cambridgeshire CC","25","25","32100","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Anglia","North and West Norfolk","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Anglia","Norwich and East Norfolk","10","10","30050","28590"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Anglia","Suffolk CC","30","30","31020","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Wales","Cardiff and Vale of Glamorgan","85","85","27500","22580"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Wales","Powys","15","15","35440","31010"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","30","25","29300","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","Perth and Kinross, and Stirling","35","35","26910","24230"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Essex","Heart of Essex","30","30","31390","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","70","70","24440","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","45","40","29470","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","10","10","31150","26850"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Greater Manchester","Manchester","20","20","30710","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Hampshire and Isle of Wight","Central Hampshire","30","30","31200","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","115","105","28150","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","15","24750","24030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Inner London - West","Westminster","15","15","37850","29570"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Kent","East Kent","35","35","30140","29740"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Kent","Mid Kent","25","25","30550","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Lancashire","Mid Lancashire","90","80","29850","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","15","15","31430","28010"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Lincolnshire","Lincolnshire CC","20","15","33820","32220"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North Eastern Scotland","Aberdeen City and Aberdeenshire","10","10","32000","26710"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","North Yorkshire CC","110","105","30300","26030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","York","125","125","26700","24920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Northumberland, and Tyne and Wear","Tyneside","30","30","32280","28370"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","Harrow and Hillingdon","10","10","37980","35390"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","Hounslow and Richmond upon Thames","45","45","34840","32720"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","Shropshire","25","25","30830","26850"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","Staffordshire CC","85","85","25780","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","Scottish Borders","10","10","31180","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","South Ayrshire","10","10","26800","24030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","South Lanarkshire","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Surrey, East and West Sussex","West Surrey","165","155","32930","29080"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Surrey, East and West Sussex","West Sussex (North East)","20","20","32390","30640"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Wales and The Valleys","Gwynedd","60","50","26530","24050"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Wales and The Valleys","South West Wales","120","110","26680","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Surrey, East and West Sussex","West Surrey","15","15","37140","40260"
"In post","2023","Animal and Plant Health Agency","Other","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","20","20","35450","34480"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Cumbria","East Cumbria","15","15","25450","25920"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Derbyshire and Nottinghamshire","South Nottinghamshire","15","15","30470","30320"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Devon","Devon CC","15","15","32640","28760"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","East Anglia","Suffolk CC","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Eastern Scotland","East Lothian and Midlothian","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","North Yorkshire","North Yorkshire CC","10","10","35830","32570"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Northumberland, and Tyne and Wear","Tyneside","15","15","29730","25920"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Shropshire and Staffordshire","Shropshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Surrey, East and West Sussex","West Surrey","455","435","33670","29190"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","West Wales and The Valleys","South West Wales","15","15","26850","22500"
