"Status","Year","Disability","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Tax","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Tax","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
