"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Legal","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Wales","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Legal","East Wales","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","East Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Wales","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Wales","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","East Wales","G7","Heterosexual / straight","120","115","55140","55920"
"In post","2023","Legal","East Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Wales","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","East Wales","G7","Unknown","35","30","57610","56450"
"In post","2023","Legal","East Wales","HEO","Heterosexual / straight","30","30","34250","34550"
"In post","2023","Legal","East Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Wales","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Wales","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","East Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Wales","SEO","Heterosexual / straight","40","35","41250","42510"
"In post","2023","Legal","East Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Wales","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Wales","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Yorkshire and Northern Lincolnshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","G6","Heterosexual / straight","65","65","74420","74000"
"In post","2023","Legal","Eastern Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","G6","Undeclared","10","5","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","G7","Heterosexual / straight","155","150","55950","52360"
"In post","2023","Legal","Eastern Scotland","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Eastern Scotland","SEO","Unknown","15","10","[c]","[c]"
"In post","2023","Legal","Essex","AO","Heterosexual / straight","40","35","24040","24480"
"In post","2023","Legal","Essex","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","Essex","EO","Heterosexual / straight","35","30","29380","29850"
"In post","2023","Legal","Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","Essex","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","Essex","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","G7","Heterosexual / straight","65","60","58620","55170"
"In post","2023","Legal","Essex","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","Essex","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Legal","Essex","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Legal","Essex","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Essex","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Heterosexual / straight","40","40","22190","22870"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","45","40","27870","27540"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","20","15","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Heterosexual / straight","30","30","69490","71180"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Heterosexual / straight","115","105","54190","52600"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G7","LGBO","10","5","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Unknown","45","40","55510","55470"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Heterosexual / straight","35","30","35340","34850"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Greater Manchester","AO","Heterosexual / straight","75","70","22810","22870"
"In post","2023","Legal","Greater Manchester","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Greater Manchester","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Greater Manchester","AO","Unknown","20","15","[c]","[c]"
"In post","2023","Legal","Greater Manchester","EO","Heterosexual / straight","80","75","28110","28850"
"In post","2023","Legal","Greater Manchester","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Legal","Greater Manchester","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Greater Manchester","EO","Unknown","30","25","28200","28130"
"In post","2023","Legal","Greater Manchester","G6","Heterosexual / straight","30","30","70680","71300"
"In post","2023","Legal","Greater Manchester","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Greater Manchester","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Greater Manchester","G6","Unknown","15","15","[c]","[c]"
"In post","2023","Legal","Greater Manchester","G7","Heterosexual / straight","185","170","55100","54680"
"In post","2023","Legal","Greater Manchester","G7","LGBO","20","20","[c]","[c]"
"In post","2023","Legal","Greater Manchester","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Legal","Greater Manchester","G7","Unknown","30","30","56030","54740"
"In post","2023","Legal","Greater Manchester","HEO","Heterosexual / straight","65","60","34530","35000"
"In post","2023","Legal","Greater Manchester","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Greater Manchester","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Legal","Greater Manchester","HEO","Unknown","30","30","34900","35000"
"In post","2023","Legal","Greater Manchester","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Legal","Greater Manchester","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Greater Manchester","SEO","Heterosexual / straight","50","45","41190","42140"
"In post","2023","Legal","Greater Manchester","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Greater Manchester","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Greater Manchester","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","AO","Heterosexual / straight","60","55","24090","24480"
"In post","2023","Legal","Hampshire and Isle of Wight","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","AO","Unknown","10","5","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","EO","Heterosexual / straight","45","40","28770","28200"
"In post","2023","Legal","Hampshire and Isle of Wight","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","G7","Heterosexual / straight","95","90","59000","56950"
"In post","2023","Legal","Hampshire and Isle of Wight","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","G7","Unknown","20","20","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Hampshire and Isle of Wight","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Herefordshire, Worcestershire and Warwickshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Herefordshire, Worcestershire and Warwickshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Herefordshire, Worcestershire and Warwickshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Herefordshire, Worcestershire and Warwickshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Herefordshire, Worcestershire and Warwickshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Herefordshire, Worcestershire and Warwickshire","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","Herefordshire, Worcestershire and Warwickshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Herefordshire, Worcestershire and Warwickshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Herefordshire, Worcestershire and Warwickshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Herefordshire, Worcestershire and Warwickshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Highlands and Islands","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","Highlands and Islands","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Highlands and Islands","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Highlands and Islands","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Legal","Highlands and Islands","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Highlands and Islands","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Highlands and Islands","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Highlands and Islands","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Highlands and Islands","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Highlands and Islands","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Highlands and Islands","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Highlands and Islands","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - East","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - East","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - East","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - East","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Legal","Inner London - East","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - East","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","Inner London - East","AO","Unknown","30","25","[c]","[c]"
"In post","2023","Legal","Inner London - East","EO","Heterosexual / straight","45","45","32340","32540"
"In post","2023","Legal","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - East","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","Inner London - East","EO","Unknown","40","40","32040","32260"
"In post","2023","Legal","Inner London - East","G6","Heterosexual / straight","135","125","76340","77100"
"In post","2023","Legal","Inner London - East","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Legal","Inner London - East","G6","Undeclared","30","25","[c]","[c]"
"In post","2023","Legal","Inner London - East","G6","Unknown","35","35","75520","76790"
"In post","2023","Legal","Inner London - East","G7","Heterosexual / straight","150","145","60550","61530"
"In post","2023","Legal","Inner London - East","G7","LGBO","15","15","[c]","[c]"
"In post","2023","Legal","Inner London - East","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Legal","Inner London - East","G7","Unknown","55","55","61580","62770"
"In post","2023","Legal","Inner London - East","HEO","Heterosexual / straight","65","60","38450","39450"
"In post","2023","Legal","Inner London - East","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - East","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - East","HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Legal","Inner London - East","SCS level","Heterosexual / straight","40","40","101800","100910"
"In post","2023","Legal","Inner London - East","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Legal","Inner London - East","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - East","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - East","SEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Legal","Inner London - East","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - East","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","Inner London - East","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","Legal","Inner London - West","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - West","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - West","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - West","AO","Heterosexual / straight","260","245","24200","24480"
"In post","2023","Legal","Inner London - West","AO","LGBO","15","15","[c]","[c]"
"In post","2023","Legal","Inner London - West","AO","Undeclared","15","10","[c]","[c]"
"In post","2023","Legal","Inner London - West","AO","Unknown","60","55","24740","24480"
"In post","2023","Legal","Inner London - West","EO","Heterosexual / straight","505","485","29450","28460"
"In post","2023","Legal","Inner London - West","EO","LGBO","45","40","29290","28540"
"In post","2023","Legal","Inner London - West","EO","Undeclared","50","45","29400","28410"
"In post","2023","Legal","Inner London - West","EO","Unknown","115","110","29740","29850"
"In post","2023","Legal","Inner London - West","G6","Heterosexual / straight","560","520","69840","67650"
"In post","2023","Legal","Inner London - West","G6","LGBO","50","45","71670","68880"
"In post","2023","Legal","Inner London - West","G6","Undeclared","70","65","70320","68570"
"In post","2023","Legal","Inner London - West","G6","Unknown","260","235","70990","68610"
"In post","2023","Legal","Inner London - West","G7","Heterosexual / straight","1095","1030","56750","54100"
"In post","2023","Legal","Inner London - West","G7","LGBO","80","80","55890","54100"
"In post","2023","Legal","Inner London - West","G7","Undeclared","90","85","57010","54320"
"In post","2023","Legal","Inner London - West","G7","Unknown","265","235","58590","57280"
"In post","2023","Legal","Inner London - West","HEO","Heterosexual / straight","195","190","37280","35000"
"In post","2023","Legal","Inner London - West","HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Legal","Inner London - West","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Legal","Inner London - West","HEO","Unknown","50","50","35970","35030"
"In post","2023","Legal","Inner London - West","SCS level","Heterosexual / straight","200","190","89050","81700"
"In post","2023","Legal","Inner London - West","SCS level","LGBO","20","20","[c]","[c]"
"In post","2023","Legal","Inner London - West","SCS level","Undeclared","25","20","[c]","[c]"
"In post","2023","Legal","Inner London - West","SCS level","Unknown","70","65","88160","81890"
"In post","2023","Legal","Inner London - West","SEO","Heterosexual / straight","95","90","40810","40800"
"In post","2023","Legal","Inner London - West","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Legal","Inner London - West","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","Inner London - West","SEO","Unknown","25","20","[c]","[c]"
"In post","2023","Legal","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Legal","Kent","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","AO","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","Kent","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Legal","Kent","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","EO","Unknown","10","5","[c]","[c]"
"In post","2023","Legal","Kent","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","G7","Heterosexual / straight","35","30","58830","55170"
"In post","2023","Legal","Kent","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","Kent","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","Kent","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","Kent","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Kent","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Lancashire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Lancashire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Lancashire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Lancashire","AO","Heterosexual / straight","30","30","22620","22870"
"In post","2023","Legal","Lancashire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Lancashire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Lancashire","AO","Unknown","15","10","[c]","[c]"
"In post","2023","Legal","Lancashire","EO","Heterosexual / straight","60","50","28510","28850"
"In post","2023","Legal","Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Lancashire","EO","Undeclared","10","5","[c]","[c]"
"In post","2023","Legal","Lancashire","EO","Unknown","20","15","[c]","[c]"
"In post","2023","Legal","Lancashire","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Legal","Lancashire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Lancashire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Lancashire","G7","Heterosexual / straight","65","60","53230","51870"
"In post","2023","Legal","Lancashire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Lancashire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Lancashire","G7","Unknown","25","20","[c]","[c]"
"In post","2023","Legal","Lancashire","HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Legal","Lancashire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Lancashire","HEO","Undeclared","[c]","[c]","[c]","[c]"
