"Status","Year","Disability","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","125","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Health and Safety Executive","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","London","45","[c]","50420","43210"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Intellectual Property Office","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Maritime and Coastguard Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Met Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Met Office","Outside London","90","[c]","34460","33430"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Met Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","100","[c]","33410","33000"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","45","[c]","54860","55770"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Serious Fraud Office","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","The National Archives","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Export Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Hydrographic Office","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Statistics Authority","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Companies House","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Defence Equipment and Support","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Transport (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Work and Pensions (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Work and Pensions (excl. agencies)","Outside London","65","[c]","38000","34170"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Driver and Vehicle Licensing Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Driver and Vehicle Standards Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Courts and Tribunals Service","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Revenue and Customs (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Revenue and Customs (excl. agencies)","Outside London","80","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Treasury (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
