"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","Communications","Wales","East Wales","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","West Midlands (England)","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Corporate Finance","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","London","Inner London - East","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","South East (England)","Kent","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Wales","East Wales","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","East of England","East Anglia","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","London","Inner London - East","40","[c]","42750","41280"
"New entrant CS","2023","Unknown","Digital, Data and Technology","London","Inner London - West","85","[c]","41960","38500"
"New entrant CS","2023","Unknown","Digital, Data and Technology","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","London","Outer London - South","80","[c]","46530","43000"
"New entrant CS","2023","Unknown","Digital, Data and Technology","London","Outer London - West and North West","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","North East (England)","Northumberland, and Tyne and Wear","40","[c]","40530","41630"
"New entrant CS","2023","Unknown","Digital, Data and Technology","North East (England)","Tees Valley and Durham","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","North West (England)","Greater Manchester","80","[c]","38190","34170"
"New entrant CS","2023","Unknown","Digital, Data and Technology","North West (England)","Lancashire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","North West (England)","Merseyside","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Scotland","Eastern Scotland","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Scotland","West Central Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","South West (England)","Devon","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","South West (England)","Dorset and Somerset","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","60","[c]","39170","32500"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Wales","East Wales","40","[c]","40920","37350"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Wales","West Wales and The Valleys","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","35","[c]","36970","34400"
"New entrant CS","2023","Unknown","Digital, Data and Technology","West Midlands (England)","West Midlands","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","30","[c]","43050","39300"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","London","Inner London - East","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","London","Inner London - West","45","[c]","35340","34480"
"New entrant CS","2023","Unknown","Economics","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","London","Inner London - East","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","London","Inner London - West","35","[c]","37670","37850"
"New entrant CS","2023","Unknown","Finance","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","London","Outer London - South","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","North West (England)","Greater Manchester","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","North West (England)","Merseyside","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Scotland","Eastern Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Scotland","West Central Scotland","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","South East (England)","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","South East (England)","Surrey, East and West Sussex","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","[c]","28490","25000"
"New entrant CS","2023","Unknown","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Wales","East Wales","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","West Midlands (England)","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Yorkshire and The Humber","West Yorkshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Geography","South West (England)","Dorset and Somerset","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","London","Inner London - East","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","London","Inner London - West","35","[c]","35390","31760"
"New entrant CS","2023","Unknown","Human Resources","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","London","Outer London - South","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","London","Outer London - West and North West","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","North East (England)","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","North East (England)","Tees Valley and Durham","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","North West (England)","Greater Manchester","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","North West (England)","Lancashire","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","North West (England)","Merseyside","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Overseas","Overseas","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Scotland","Eastern Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Scotland","West Central Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","South East (England)","Hampshire and Isle of Wight","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","South West (England)","Dorset and Somerset","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","45","[c]","28840","22950"
"New entrant CS","2023","Unknown","Human Resources","Wales","East Wales","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Wales","West Wales and The Valleys","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","West Midlands (England)","Shropshire and Staffordshire","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","West Midlands (England)","West Midlands","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Yorkshire and The Humber","West Yorkshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","East of England","East Anglia","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","London","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","London","Outer London - South","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","London","Outer London - West and North West","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","North West (England)","Merseyside","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","Wales","East Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","Yorkshire and The Humber","South Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","East of England","East Anglia","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","London","Inner London - West","40","[c]","43210","41550"
"New entrant CS","2023","Unknown","International Trade","North East (England)","Tees Valley and Durham","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","North West (England)","Greater Manchester","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","South East (England)","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","West Midlands (England)","West Midlands","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","Yorkshire and The Humber","West Yorkshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Knowledge and Information Management","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Knowledge and Information Management","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Knowledge and Information Management","London","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Knowledge and Information Management","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Knowledge and Information Management","South East (England)","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Knowledge and Information Management","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Knowledge and Information Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Knowledge and Information Management","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Knowledge and Information Management","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","London","Inner London - East","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","London","Inner London - West","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","North West (England)","Greater Manchester","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","East Midlands (England)","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
