"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","G7","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","HEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","AO","Heterosexual / straight","75","70","22730","21690"
"In post","2023","Other ethnicity","Department for Work and Pensions","AO","LGBO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","AO","Unknown","20","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","EO","Heterosexual / straight","185","175","30120","30120"
"In post","2023","Other ethnicity","Department for Work and Pensions","EO","LGBO","20","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","EO","Undeclared","25","20","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","EO","Unknown","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","HEO","Heterosexual / straight","40","40","37000","37520"
"In post","2023","Other ethnicity","Department for Work and Pensions","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
