"Status","Year","Profession_of_post","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","155","150","43700","40750"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","Cheshire","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","75","75","50140","44960"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Devon","Outside London","Heterosexual / straight","65","65","43460","40420"
"In post","2023","Commercial","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Devon","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Outside London","Heterosexual / straight","45","45","44260","43400"
"In post","2023","Commercial","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","Outside London","Heterosexual / straight","160","150","45120","40620"
"In post","2023","Commercial","East Anglia","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","East Anglia","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Commercial","East Anglia","Outside London","Unknown","45","45","47610","41050"
"In post","2023","Commercial","East Wales","Outside London","Heterosexual / straight","155","150","40340","37680"
"In post","2023","Commercial","East Wales","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","East Wales","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Commercial","East Wales","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Outside London","Heterosexual / straight","55","55","42170","39590"
"In post","2023","Commercial","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Outside London","Unknown","45","45","34070","31290"
"In post","2023","Commercial","Essex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","1200","1150","43990","42620"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","50","50","38000","34300"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","145","135","43110","42620"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","210","205","42810","35490"
"In post","2023","Commercial","Greater Manchester","Outside London","Heterosexual / straight","245","235","49390","42250"
"In post","2023","Commercial","Greater Manchester","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Outside London","Unknown","85","85","51230","42510"
"In post","2023","Commercial","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","245","235","42890","39890"
"In post","2023","Commercial","Hampshire and Isle of Wight","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Outside London","Unknown","30","30","39190","33830"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","London","Heterosexual / straight","120","120","54020","48070"
"In post","2023","Commercial","Inner London - East","London","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","Inner London - East","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Inner London - East","London","Unknown","40","40","43990","35530"
"In post","2023","Commercial","Inner London - West","London","Heterosexual / straight","855","840","63770","56200"
"In post","2023","Commercial","Inner London - West","London","LGBO","55","55","60970","56200"
"In post","2023","Commercial","Inner London - West","London","Undeclared","95","95","58090","56000"
"In post","2023","Commercial","Inner London - West","London","Unknown","290","290","56570","56000"
"In post","2023","Commercial","Kent","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","Outside London","Heterosexual / straight","150","145","43910","38470"
"In post","2023","Commercial","Lancashire","Outside London","LGBO","5","5","[c]","[c]"
