"Status","Year","Age","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Commercial","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Department for Work and Pensions","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Debt","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","HM Revenue and Customs","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Debt","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","HM Revenue and Customs","Unknown","20","20","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Work and Pensions","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","HM Revenue and Customs","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Finance","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Ministry of Defence","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Finance","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Ministry of Defence","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Finance","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Grants Management","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Human Resources","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Heterosexual / straight","45","45","21340","20980"
"In post","2023","16-19","Legal","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Legal","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","No function","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport","Heterosexual / straight","45","40","21040","22500"
"In post","2023","16-19","No function","Department for Transport","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport","Unknown","35","30","20970","19000"
"In post","2023","16-19","No function","Department for Work and Pensions","Heterosexual / straight","35","30","23210","21690"
"In post","2023","16-19","No function","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","Heterosexual / straight","45","45","23190","22520"
"In post","2023","16-19","No function","HM Revenue and Customs","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","Unknown","45","45","22960","22520"
"In post","2023","16-19","No function","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","No function","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","Unknown","110","100","23590","22400"
"In post","2023","16-19","No function","Ministry of Defence","Heterosexual / straight","55","55","19740","19460"
"In post","2023","16-19","No function","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","Unknown","60","60","19270","18280"
"In post","2023","16-19","No function","Ministry of Justice","Heterosexual / straight","185","180","25630","24070"
"In post","2023","16-19","No function","Ministry of Justice","LGBO","25","25","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Undeclared","10","10","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Unknown","125","120","25580","23230"
"In post","2023","16-19","No function","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","No function","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Scottish Government","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","No function","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","UK Statistics Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","No function","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","UK Statistics Authority","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Ministry of Defence","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Project Delivery","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Ministry of Defence","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Project Delivery","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Property","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Foreign, Commonwealth and Development Office","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Property","HM Revenue and Customs","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Property","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","HM Revenue and Customs","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Property","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Security","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Security","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
